id,destination,origin,year,migrants
17466,66,43,2000,130
17467,66,5,2000,9394
17468,66,6,2000,10723
17469,66,16,2000,3823
17470,66,44,2000,683
17471,66,17,2000,1774
17472,66,57,2000,23325
17473,66,86,2000,144
17474,66,177,2000,2055
17475,66,18,2000,518
17476,66,167,2000,763
17477,66,121,2000,680
17478,66,19,2000,175
17479,66,168,2000,449
17480,66,46,2000,559
17481,66,20,2000,1275
17482,66,149,2000,3
17483,66,159,2000,189
17484,66,143,2000,319
17485,66,70,2000,261
17486,66,47,2000,629
17487,66,71,2000,528
17488,66,122,2000,52
17489,66,123,2000,27
17490,66,7,2000,6
17491,66,160,2000,68
17492,66,58,2000,76
17493,66,161,2000,23
17494,66,124,2000,80
17495,66,100,2000,1046
17496,66,72,2000,18
17497,66,59,2000,15115
17498,66,144,2000,1333
17499,66,125,2000,47
17500,66,150,2000,127
17501,66,8,2000,406
17502,66,73,2000,5865
17503,66,101,2000,144
17504,66,162,2000,5872
17505,66,60,2000,15170
17506,66,48,2000,669
17507,66,21,2000,22
17508,66,9,2000,3331
17509,66,102,2000,43
17510,66,111,2000,158
17511,66,112,2000,1168
17512,66,179,2000,9589
17513,66,33,2000,42528
17514,66,61,2000,1192
17515,66,88,2000,4
17516,66,22,2000,18
17517,66,35,2000,31368
17518,66,36,2000,21433
17519,66,126,2000,146
17520,66,90,2000,2
17521,66,91,2000,10
17522,66,92,2000,7
17523,66,62,2000,1
17524,66,140,2000,2
17525,66,23,2000,331
17526,66,164,2000,232
17527,66,63,2000,135065
17528,66,127,2000,30
17529,66,165,2000,185
17530,66,37,2000,18802
17531,66,64,2000,15986
17532,66,128,2000,841
17533,66,115,2000,1933
17534,66,65,2000,2853
17535,66,10,2000,679
17536,66,145,2000,440
17537,66,113,2000,14
17538,66,49,2000,2457
17539,66,74,2000,10935
17540,66,25,2000,2297
17541,66,169,2000,197
17542,66,166,2000,151
17543,66,93,2000,48
17544,66,146,2000,2554
17545,66,26,2000,110695
17546,66,170,2000,97
17547,66,130,2000,189
17548,66,38,2000,5696
17549,66,27,2000,121
17550,66,50,2000,7622
17551,66,131,2000,109
17552,66,114,2000,195
17553,66,171,2000,522
17554,66,1,2000,2314
17555,66,28,2000,65
17556,66,132,2000,79
17557,66,133,2000,207
17558,12,2,2000,224
17559,12,11,2000,188400
17560,12,29,2000,554
17561,12,40,2000,586
17562,12,15,2000,61708
17563,12,69,2000,344
17564,12,6,2000,1846
17565,12,167,2000,4370
17566,12,168,2000,3084
17567,12,36,2000,34703
17568,12,169,2000,300
17569,12,26,2000,2560
17570,12,170,2000,2081
17571,12,38,2000,3399
17572,12,171,2000,20549
17573,78,76,2000,8
17574,78,103,2000,9
17575,78,66,2000,22
17576,78,79,2000,108
17577,78,67,2000,20
17578,78,147,2000,0
17579,78,105,2000,47
17580,78,95,2000,13
17581,78,30,2000,0
17582,78,80,2000,9
17583,78,10,2000,9
17584,78,106,2000,8
17585,78,172,2000,93
17586,78,107,2000,33
17587,78,96,2000,66
17588,78,81,2000,110
17589,78,39,2000,37
17590,78,82,2000,47
17591,78,83,2000,84
17592,78,108,2000,15
17593,78,97,2000,4
17594,78,40,2000,0
17595,78,68,2000,141
17596,78,69,2000,220
17597,78,156,2000,65
17598,78,56,2000,55
17599,78,84,2000,26
17600,78,98,2000,9
17601,78,110,2000,682
17602,78,85,2000,20628
17603,78,99,2000,13
17604,78,173,2000,25
17605,78,5,2000,229
17606,78,44,2000,69
17607,78,57,2000,94
17608,78,86,2000,3773
17609,78,177,2000,39
17610,78,121,2000,5
17611,78,100,2000,82
17612,78,73,2000,30
17613,78,101,2000,7
17614,78,162,2000,93
17615,78,48,2000,10
17616,78,9,2000,11
17617,78,102,2000,14
17618,78,112,2000,39
17619,78,179,2000,143
17620,78,33,2000,9
17621,78,61,2000,9
17622,78,35,2000,25
17623,78,36,2000,25
17624,78,90,2000,12
17625,78,91,2000,57
17626,78,92,2000,22
17627,78,115,2000,88
17628,78,133,2000,0
17629,78,65,2000,49
17630,78,148,2000,0
17631,78,49,2000,32
17632,78,74,2000,156
17633,78,93,2000,321
17634,78,94,2000,488
17635,78,130,2000,0
17636,78,38,2000,0
17637,78,142,2000,7
17638,78,50,2000,1705
17639,78,114,2000,2
17640,13,2,2000,258
17641,13,3,2000,28889
17642,13,10,2000,4391
17643,13,136,2000,169
17644,13,120,2000,430
17645,13,119,2000,610
17646,13,68,2000,180
17647,13,5,2000,88904
17648,13,18,2000,4609
17649,13,19,2000,2105
17650,13,20,2000,875
17651,13,144,2000,308
17652,13,8,2000,274
17653,13,73,2000,140
17654,13,162,2000,224
17655,13,9,2000,29683
17656,13,179,2000,12508
17657,13,22,2000,19
17658,13,23,2000,156
17659,13,128,2000,410
17660,13,129,2000,652
17661,13,145,2000,5299
17662,13,25,2000,2139
17663,13,27,2000,1952
17664,13,146,2000,186
17665,13,26,2000,1553
17666,13,142,2000,25417
17667,13,50,2000,1378
17668,13,28,2000,7072
17669,3,13,2000,20661
17670,3,105,2000,10221
17671,3,172,2000,122691
17672,3,5,2000,22811
17673,3,177,2000,9618
17674,3,8,2000,13051
17675,3,48,2000,9804
17676,3,1,2000,18280
17677,3,50,2000,23021
17678,79,76,2000,267
17679,79,78,2000,64
17680,79,95,2000,0
17681,79,172,2000,0
17682,79,81,2000,0
17683,79,82,2000,534
17684,79,84,2000,668
17685,79,110,2000,3026
17686,79,85,2000,0
17687,79,5,2000,522
17688,79,86,2000,736
17689,79,90,2000,0
17690,79,91,2000,3924
17691,79,92,2000,4350
17692,79,113,2000,0
17693,79,93,2000,2070
17694,79,50,2000,3535
17695,29,2,2000,292
17696,29,141,2000,55
17697,29,12,2000,14000
17698,29,103,2000,107
17699,29,66,2000,61
17700,29,11,2000,5944
17701,29,67,2000,38
17702,29,105,2000,97
17703,29,30,2000,63
17704,29,81,2000,46
17705,29,31,2000,99
17706,29,39,2000,206
17707,29,120,2000,25
17708,29,40,2000,3365
17709,29,42,2000,2190
17710,29,15,2000,8827
17711,29,69,2000,68
17712,29,56,2000,113
17713,29,32,2000,354
17714,29,5,2000,50
17715,29,6,2000,51
17716,29,44,2000,24
17717,29,17,2000,402
17718,29,57,2000,24
17719,29,167,2000,72587
17720,29,18,2000,30
17721,29,176,2000,62
17722,29,168,2000,5430
17723,29,20,2000,67
17724,29,46,2000,10880
17725,29,47,2000,18039
17726,29,48,2000,63
17727,29,9,2000,49
17728,29,33,2000,495
17729,29,35,2000,23
17730,29,36,2000,708011
17731,29,63,2000,37
17732,29,37,2000,27
17733,29,1,2000,381
17734,29,65,2000,37
17735,29,49,2000,352
17736,29,74,2000,29
17737,29,25,2000,86
17738,29,169,2000,5892
17739,29,27,2000,23
17740,29,26,2000,25
17741,29,170,2000,5670
17742,29,38,2000,234219
17743,29,50,2000,478
17744,29,114,2000,28
17745,29,171,2000,15344
17746,29,28,2000,33
17747,67,2,2000,60
17748,67,51,2000,2067
17749,67,141,2000,21519
17750,67,52,2000,0
17751,67,134,2000,658
17752,67,76,2000,0
17753,67,103,2000,1114
17754,67,11,2000,4
17755,67,66,2000,2486
17756,67,12,2000,5
17757,67,78,2000,6
17758,67,13,2000,27
17759,67,3,2000,1064
17760,67,79,2000,20
17761,67,29,2000,144
17762,67,95,2000,0
17763,67,151,2000,972
17764,67,4,2000,153
17765,67,53,2000,295
17766,67,147,2000,21
17767,67,105,2000,2958
17768,67,30,2000,1111
17769,67,152,2000,472
17770,67,116,2000,1719
17771,67,153,2000,445
17772,67,135,2000,2174
17773,67,80,2000,0
17774,67,136,2000,196
17775,67,106,2000,4912
17776,67,172,2000,6757
17777,67,107,2000,2671
17778,67,117,2000,0
17779,67,137,2000,3445
17780,67,96,2000,131
17781,67,54,2000,93
17782,67,81,2000,642
17783,67,14,2000,74
17784,67,31,2000,71
17785,67,176,2000,1623
17786,67,137,2000,46718
17787,67,39,2000,2783
17788,67,118,2000,73
17789,67,82,2000,93
17790,67,83,2000,1728
17791,67,108,2000,1547
17792,67,142,2000,1570
17793,67,97,2000,264
17794,67,138,2000,1191
17795,67,119,2000,1
17796,67,40,2000,55
17797,67,148,2000,0
17798,67,120,2000,1909
17799,67,42,2000,2565
17800,67,68,2000,133707
17801,67,139,2000,296
17802,67,155,2000,187
17803,67,15,2000,176
17804,67,69,2000,72016
17805,67,156,2000,2801
17806,67,55,2000,0
17807,67,56,2000,16857
17808,67,84,2000,0
17809,67,98,2000,5493
17810,67,157,2000,767
17811,67,158,2000,117
17812,67,110,2000,88
17813,67,85,2000,1725
17814,67,99,2000,93
17815,67,32,2000,1832
17816,67,43,2000,112
17817,67,5,2000,7298
17818,67,6,2000,1731
17819,67,16,2000,45
17820,67,44,2000,2697
17821,67,17,2000,3827
17822,67,57,2000,146188
17823,67,86,2000,255
17824,67,177,2000,3878
17825,67,18,2000,66
17826,67,167,2000,10
17827,67,121,2000,518
17828,67,19,2000,136
17829,67,168,2000,5
17830,67,46,2000,72
17831,67,20,2000,2725
17832,67,149,2000,8
17833,67,159,2000,358
17834,67,143,2000,208
17835,67,70,2000,3
17836,67,47,2000,73
17837,67,71,2000,11679
17838,67,122,2000,1016
17839,67,123,2000,27
17840,67,7,2000,2
17841,67,160,2000,260
17842,67,58,2000,249
17843,67,161,2000,837
17844,67,124,2000,3755
17845,67,100,2000,1579
17846,67,72,2000,77
17847,67,59,2000,9
17848,67,144,2000,232447
17849,67,125,2000,180
17850,67,150,2000,29
17851,67,8,2000,38
17852,67,73,2000,84345
17853,67,101,2000,130
17854,67,162,2000,1382
17855,67,60,2000,155
17856,67,48,2000,1165
17857,67,21,2000,2
17858,67,9,2000,4270
17859,67,102,2000,102
17860,67,111,2000,161
17861,67,112,2000,1798
17862,67,179,2000,8127
17863,67,33,2000,8125
17864,67,61,2000,20834
17865,67,22,2000,0
17866,67,35,2000,2712
17867,67,36,2000,886
17868,67,126,2000,2270
17869,67,90,2000,0
17870,67,91,2000,0
17871,67,92,2000,0
17872,67,62,2000,12
17873,67,140,2000,31
17874,67,23,2000,140
17875,67,164,2000,1576
17876,67,63,2000,346
17877,67,127,2000,51
17878,67,165,2000,1051
17879,67,37,2000,103
17880,67,64,2000,22
17881,67,128,2000,1169
17882,67,115,2000,2646
17883,67,65,2000,34629
17884,67,10,2000,230
17885,67,145,2000,168
17886,67,113,2000,265
17887,67,49,2000,3752
17888,67,74,2000,4649
17889,67,25,2000,1643
17890,67,169,2000,6
17891,67,166,2000,895
17892,67,93,2000,0
17893,67,146,2000,10205
17894,67,26,2000,132115
17895,67,170,2000,0
17896,67,130,2000,202
17897,67,38,2000,505
17898,67,27,2000,0
17899,67,50,2000,24643
17900,67,131,2000,219
17901,67,114,2000,326
17902,67,171,2000,6
17903,67,1,2000,4325
17904,67,28,2000,107
17905,67,132,2000,213
17906,67,133,2000,167
17907,95,172,2000,1094
17908,95,97,2000,6631
17909,95,69,2000,48
17910,95,98,2000,16058
17911,95,85,2000,38
17912,95,99,2000,5436
17913,95,173,2000,50
17914,95,5,2000,265
17915,95,86,2000,403
17916,95,20,2000,38
17917,95,100,2000,2539
17918,95,162,2000,32
17919,95,50,2000,288
17920,151,136,2000,253
17921,151,137,2000,691
17922,151,68,2000,650
17923,151,156,2000,3698
17924,151,160,2000,467
17925,151,162,2000,27595
17926,151,166,2000,29771
17927,151,152,2000,6154
17928,4,3,2000,33
17929,4,10,2000,21
17930,4,172,2000,570
17931,4,39,2000,24
17932,4,68,2000,19
17933,4,69,2000,17
17934,4,5,2000,28128
17935,4,57,2000,8
17936,4,177,2000,80
17937,4,8,2000,451
17938,4,73,2000,13
17939,4,9,2000,14
17940,4,179,2000,12
17941,4,49,2000,14
17942,4,74,2000,15
17943,4,50,2000,22
17944,53,66,2000,273
17945,53,54,2000,33326
17946,53,68,2000,217
17947,53,69,2000,807
17948,53,32,2000,240
17949,53,57,2000,213
17950,53,59,2000,5675
17951,53,35,2000,424
17952,53,36,2000,185
17953,53,63,2000,26662
17954,53,37,2000,6791
17955,53,64,2000,3363
17956,53,60,2000,3783
17957,147,134,2000,1320
17958,147,10,2000,613
17959,147,172,2000,1348
17960,147,137,2000,1261
17961,147,39,2000,104
17962,147,69,2000,341
17963,147,5,2000,3032
17964,147,44,2000,190
17965,147,57,2000,165
17966,147,121,2000,254
17967,147,149,2000,1212
17968,147,122,2000,238
17969,147,123,2000,1709
17970,147,124,2000,700
17971,147,125,2000,441
17972,147,150,2000,687
17973,147,73,2000,193
17974,147,162,2000,285
17975,147,48,2000,118
17976,147,9,2000,223
17977,147,61,2000,141
17978,147,127,2000,95
17979,147,115,2000,13860
17980,147,133,2000,11763
17981,147,148,2000,259
17982,147,49,2000,133
17983,147,130,2000,570
17984,147,50,2000,993
17985,147,131,2000,1104
17986,147,132,2000,4773
17987,105,2,2000,0
17988,105,141,2000,0
17989,105,52,2000,0
17990,105,134,2000,6355
17991,105,103,2000,27597
17992,105,66,2000,3220
17993,105,78,2000,0
17994,105,13,2000,0
17995,105,3,2000,0
17996,105,11,2000,0
17997,105,79,2000,0
17998,105,67,2000,1410
17999,105,53,2000,0
18000,105,95,2000,0
18001,105,30,2000,283
18002,105,116,2000,0
18003,105,29,2000,0
18004,105,135,2000,0
18005,105,153,2000,0
18006,105,106,2000,17172
18007,105,172,2000,10326
18008,105,107,2000,4169
18009,105,137,2000,0
18010,105,137,2000,0
18011,105,96,2000,239
18012,105,54,2000,0
18013,105,81,2000,1346
18014,105,31,2000,1158
18015,105,151,2000,0
18016,105,39,2000,453
18017,105,82,2000,0
18018,105,83,2000,102
18019,105,108,2000,1191
18020,105,97,2000,481
18021,105,138,2000,0
18022,105,120,2000,0
18023,105,40,2000,0
18024,105,42,2000,165
18025,105,68,2000,8402
18026,105,109,2000,624
18027,105,139,2000,0
18028,105,15,2000,0
18029,105,69,2000,19603
18030,105,156,2000,0
18031,105,56,2000,2743
18032,105,84,2000,0
18033,105,98,2000,158
18034,105,157,2000,0
18035,105,110,2000,1607
18036,105,85,2000,15
18037,105,99,2000,136
18038,105,32,2000,2865
18039,105,43,2000,0
18040,105,5,2000,762
18041,105,6,2000,0
18042,105,16,2000,0
18043,105,44,2000,220
18044,105,17,2000,1784
18045,105,57,2000,55164
18046,105,86,2000,57
18047,105,177,2000,71102
18048,105,167,2000,0
18049,105,18,2000,0
18050,105,121,2000,0
18051,105,176,2000,0
18052,105,19,2000,0
18053,105,20,2000,16128
18054,105,46,2000,0
18055,105,159,2000,0
18056,105,143,2000,0
18057,105,70,2000,0
18058,105,47,2000,0
18059,105,71,2000,0
18060,105,122,2000,0
18061,105,123,2000,0
18062,105,7,2000,0
18063,105,160,2000,0
18064,105,58,2000,0
18065,105,100,2000,1261
18066,105,72,2000,0
18067,105,59,2000,0
18068,105,144,2000,0
18069,105,125,2000,1337
18070,105,21,2000,0
18071,105,150,2000,0
18072,105,8,2000,0
18073,105,73,2000,3508
18074,105,101,2000,501
18075,105,162,2000,0
18076,105,48,2000,143
18077,105,9,2000,172
18078,105,102,2000,559
18079,105,111,2000,28891
18080,105,112,2000,10840
18081,105,179,2000,0
18082,105,33,2000,7477
18083,105,61,2000,213713
18084,105,158,2000,0
18085,105,35,2000,3534
18086,105,36,2000,6515
18087,105,126,2000,0
18088,105,90,2000,0
18089,105,91,2000,0
18090,105,92,2000,0
18091,105,62,2000,0
18092,105,140,2000,0
18093,105,23,2000,0
18094,105,164,2000,0
18095,105,63,2000,0
18096,105,127,2000,0
18097,105,165,2000,0
18098,105,37,2000,0
18099,105,1,2000,0
18100,105,64,2000,0
18101,105,115,2000,0
18102,105,133,2000,0
18103,105,65,2000,43708
18104,105,113,2000,233
18105,105,49,2000,716
18106,105,74,2000,2951
18107,105,25,2000,3293
18108,105,169,2000,0
18109,105,166,2000,0
18110,105,93,2000,0
18111,105,27,2000,0
18112,105,146,2000,0
18113,105,26,2000,693
18114,105,170,2000,0
18115,105,130,2000,0
18116,105,38,2000,0
18117,105,60,2000,0
18118,105,142,2000,3400
18119,105,50,2000,4044
18120,105,131,2000,0
18121,105,152,2000,0
18122,105,114,2000,24799
18123,105,171,2000,0
18124,30,2,2000,223
18125,30,51,2000,528
18126,30,141,2000,178
18127,30,52,2000,0
18128,30,134,2000,4
18129,30,75,2000,21
18130,30,76,2000,3
18131,30,103,2000,53
18132,30,11,2000,1150
18133,30,77,2000,3
18134,30,66,2000,98
18135,30,12,2000,923
18136,30,78,2000,2
18137,30,13,2000,4
18138,30,3,2000,278
18139,30,79,2000,2
18140,30,29,2000,307
18141,30,67,2000,181
18142,30,95,2000,1
18143,30,151,2000,15
18144,30,4,2000,13
18145,30,53,2000,54
18146,30,147,2000,15
18147,30,105,2000,42
18148,30,152,2000,6
18149,30,116,2000,9
18150,30,153,2000,4
18151,30,135,2000,4
18152,30,80,2000,1
18153,30,136,2000,3
18154,30,106,2000,10
18155,30,172,2000,524
18156,30,107,2000,10
18157,30,137,2000,8
18158,30,96,2000,3
18159,30,54,2000,42
18160,30,81,2000,132
18161,30,14,2000,149
18162,30,31,2000,464
18163,30,176,2000,1
18164,30,137,2000,8
18165,30,39,2000,31
18166,30,118,2000,2
18167,30,82,2000,0
18168,30,83,2000,11
18169,30,108,2000,6
18170,30,142,2000,69
18171,30,97,2000,3
18172,30,119,2000,2
18173,30,40,2000,27
18174,30,148,2000,2
18175,30,120,2000,34
18176,30,42,2000,28
18177,30,68,2000,267
18178,30,139,2000,6
18179,30,155,2000,5
18180,30,15,2000,157
18181,30,69,2000,998
18182,30,156,2000,6
18183,30,55,2000,4
18184,30,56,2000,2643
18185,30,98,2000,3
18186,30,157,2000,6
18187,30,158,2000,3
18188,30,110,2000,2
18189,30,85,2000,3
18190,30,99,2000,1
18191,30,32,2000,174
18192,30,43,2000,66
18193,30,5,2000,135
18194,30,6,2000,155
18195,30,16,2000,358
18196,30,44,2000,6
18197,30,45,2000,0
18198,30,17,2000,169
18199,30,57,2000,511
18200,30,86,2000,3
18201,30,177,2000,61
18202,30,18,2000,105
18203,30,167,2000,452
18204,30,121,2000,6
18205,30,19,2000,47
18206,30,168,2000,41
18207,30,46,2000,58
18208,30,20,2000,379
18209,30,159,2000,3
18210,30,143,2000,99
18211,30,70,2000,2
18212,30,47,2000,50
18213,30,71,2000,4
18214,30,122,2000,1
18215,30,123,2000,0
18216,30,7,2000,1
18217,30,160,2000,0
18218,30,58,2000,16
18219,30,161,2000,2
18220,30,124,2000,0
18221,30,100,2000,12
18222,30,72,2000,2
18223,30,59,2000,15
18224,30,144,2000,41
18225,30,125,2000,14
18226,30,150,2000,2
18227,30,8,2000,3
18228,30,73,2000,132
18229,30,101,2000,19
18230,30,162,2000,45
18231,30,60,2000,1476
18232,30,48,2000,43
18233,30,21,2000,1
18234,30,9,2000,27
18235,30,102,2000,4
18236,30,111,2000,1
18237,30,112,2000,12
18238,30,179,2000,20
18239,30,33,2000,693
18240,30,61,2000,44
18241,30,22,2000,4
18242,30,35,2000,2642
18243,30,36,2000,10972
18244,30,126,2000,1
18245,30,62,2000,2
18246,30,23,2000,15
18247,30,164,2000,4
18248,30,63,2000,1227
18249,30,127,2000,0
18250,30,165,2000,0
18251,30,37,2000,151
18252,30,64,2000,19
18253,30,128,2000,2
18254,30,115,2000,61
18255,30,65,2000,674
18256,30,10,2000,5
18257,30,145,2000,21
18258,30,113,2000,0
18259,30,49,2000,58
18260,30,74,2000,76
18261,30,25,2000,738
18262,30,169,2000,53
18263,30,166,2000,0
18264,30,93,2000,0
18265,30,146,2000,41
18266,30,26,2000,2010
18267,30,170,2000,115
18268,30,94,2000,2
18269,30,130,2000,3
18270,30,38,2000,3230
18271,30,27,2000,26
18272,30,50,2000,1324
18273,30,131,2000,9
18274,30,114,2000,8
18275,30,171,2000,302
18276,30,1,2000,416
18277,30,28,2000,32
18278,30,132,2000,6
18279,30,133,2000,14
18280,152,151,2000,3071
18281,152,156,2000,29139
18282,152,160,2000,42260
18283,152,162,2000,3801
18284,152,164,2000,2965
18285,152,166,2000,10415
18286,116,67,2000,475
18287,116,137,2000,37951
18288,116,68,2000,237
18289,116,121,2000,202
18290,116,126,2000,66415
18291,116,130,2000,949
18292,116,131,2000,5692
18293,153,134,2000,2209
18294,153,103,2000,10
18295,153,67,2000,24
18296,153,105,2000,130
18297,153,172,2000,51
18298,153,81,2000,115
18299,153,68,2000,172
18300,153,139,2000,17
18301,153,155,2000,12
18302,153,69,2000,41
18303,153,156,2000,93
18304,153,157,2000,99
18305,153,57,2000,305
18306,153,177,2000,4
18307,153,71,2000,10
18308,153,160,2000,14
18309,153,100,2000,6
18310,153,125,2000,76
18311,153,73,2000,82
18312,153,162,2000,144
18313,153,112,2000,4
18314,153,61,2000,929
18315,153,158,2000,1138
18316,153,36,2000,92
18317,153,140,2000,3747
18318,153,164,2000,627
18319,153,165,2000,32
18320,153,65,2000,50
18321,153,74,2000,29
18322,153,38,2000,46
18323,153,50,2000,29
18324,135,134,2000,0
18325,135,136,2000,82221
18326,135,137,2000,0
18327,135,137,2000,0
18328,135,151,2000,0
18329,135,138,2000,0
18330,135,68,2000,10163
18331,135,139,2000,0
18332,135,69,2000,0
18333,135,56,2000,0
18334,135,157,2000,0
18335,135,57,2000,0
18336,135,159,2000,0
18337,135,160,2000,0
18338,135,73,2000,0
18339,135,162,2000,90495
18340,135,164,2000,0
18341,135,50,2000,0
18342,80,103,2000,13
18343,80,66,2000,52
18344,80,78,2000,190
18345,80,79,2000,209
18346,80,67,2000,13
18347,80,105,2000,73
18348,80,95,2000,359
18349,80,107,2000,235
18350,80,96,2000,284
18351,80,81,2000,753
18352,80,39,2000,19
18353,80,83,2000,68
18354,80,42,2000,11
18355,80,68,2000,40
18356,80,69,2000,140
18357,80,84,2000,17
18358,80,110,2000,198
18359,80,85,2000,19
18360,80,99,2000,777
18361,80,5,2000,144
18362,80,6,2000,11
18363,80,44,2000,258
18364,80,17,2000,13
18365,80,57,2000,94
18366,80,86,2000,7468
18367,80,177,2000,22
18368,80,121,2000,37
18369,80,100,2000,42
18370,80,73,2000,40
18371,80,101,2000,770
18372,80,162,2000,11
18373,80,9,2000,114
18374,80,102,2000,140
18375,80,112,2000,15
18376,80,179,2000,111
18377,80,88,2000,49
18378,80,91,2000,11
18379,80,92,2000,32
18380,80,115,2000,40
18381,80,133,2000,19
18382,80,65,2000,29
18383,80,74,2000,82
18384,80,93,2000,363
18385,80,50,2000,2134
18386,80,131,2000,15
18387,80,132,2000,11
18388,136,135,2000,36353
18389,136,137,2000,839
18390,136,137,2000,301
18391,136,68,2000,1039
18392,136,139,2000,343
18393,136,143,2000,1286
18394,136,162,2000,17386
18395,136,145,2000,28613
18396,106,103,2000,45770
18397,106,105,2000,6886
18398,106,172,2000,2258
18399,106,107,2000,3913
18400,106,81,2000,2984
18401,106,83,2000,271
18402,106,108,2000,8857
18403,106,68,2000,3101
18404,106,69,2000,5359
18405,106,85,2000,45
18406,106,57,2000,3699
18407,106,100,2000,1700
18408,106,111,2000,1198
18409,106,112,2000,35460
18410,106,65,2000,8648
18411,106,114,2000,2238
18412,172,3,2000,1273
18413,172,105,2000,23509
18414,172,10,2000,1721
18415,172,173,2000,1385
18416,172,5,2000,2839
18417,172,177,2000,2161
18418,172,174,2000,5574
18419,172,9,2000,1394
18420,172,112,2000,4267
18421,172,179,2000,23123
18422,172,36,2000,939
18423,172,1,2000,293705
18424,172,50,2000,2883
18425,107,103,2000,2582
18426,107,105,2000,1889
18427,107,106,2000,1761
18428,107,172,2000,1551
18429,107,96,2000,822
18430,107,81,2000,1454
18431,107,83,2000,338
18432,107,108,2000,11964
18433,107,97,2000,315
18434,107,68,2000,1797
18435,107,69,2000,2230
18436,107,98,2000,346
18437,107,99,2000,286
18438,107,57,2000,2470
18439,107,177,2000,576
18440,107,100,2000,2236
18441,107,73,2000,341
18442,107,102,2000,1858
18443,107,112,2000,3788
18444,107,36,2000,542
18445,107,65,2000,5608
18446,107,74,2000,605
18447,107,50,2000,1026
18448,107,114,2000,364
18449,117,68,2000,532
18450,117,121,2000,85
18451,117,122,2000,10595
18452,117,131,2000,160
18453,137,134,2000,31100
18454,137,135,2000,5614
18455,137,136,2000,5249
18456,137,172,2000,459
18457,137,137,2000,183780
18458,137,81,2000,266
18459,137,151,2000,7549
18460,137,138,2000,786
18461,137,68,2000,5127
18462,137,139,2000,1572
18463,137,69,2000,288
18464,137,20,2000,580
18465,137,160,2000,16851
18466,137,161,2000,1564
18467,137,61,2000,716
18468,137,36,2000,1280
18469,137,126,2000,12480
18470,137,164,2000,6591
18471,137,166,2000,1211
18472,137,134,2000,325733
18473,137,116,2000,36692
18474,137,137,2000,9470
18475,137,126,2000,85936
18476,137,129,2000,118742
18477,137,145,2000,16643
18478,137,130,2000,24177
18479,96,2,2000,3
18480,96,51,2000,3
18481,96,141,2000,9
18482,96,134,2000,2
18483,96,12,2000,2
18484,96,103,2000,1120
18485,96,66,2000,98
18486,96,78,2000,9
18487,96,13,2000,1
18488,96,3,2000,2
18489,96,11,2000,5
18490,96,79,2000,8
18491,96,67,2000,223
18492,96,4,2000,3
18493,96,105,2000,415
18494,96,95,2000,106
18495,96,30,2000,54
18496,96,29,2000,4
18497,96,135,2000,7
18498,96,80,2000,6
18499,96,10,2000,1
18500,96,106,2000,1327
18501,96,172,2000,222
18502,96,107,2000,5995
18503,96,137,2000,6
18504,96,137,2000,2
18505,96,54,2000,18
18506,96,81,2000,4391
18507,96,14,2000,2
18508,96,151,2000,1
18509,96,39,2000,49
18510,96,82,2000,4
18511,96,83,2000,838
18512,96,108,2000,971
18513,96,97,2000,8857
18514,96,120,2000,1
18515,96,40,2000,2
18516,96,42,2000,17
18517,96,68,2000,666
18518,96,109,2000,9
18519,96,139,2000,1
18520,96,15,2000,9
18521,96,69,2000,1424
18522,96,156,2000,1
18523,96,55,2000,3
18524,96,56,2000,26
18525,96,84,2000,6
18526,96,98,2000,2029
18527,96,110,2000,21
18528,96,85,2000,54
18529,96,99,2000,2994
18530,96,173,2000,2506
18531,96,32,2000,56
18532,96,43,2000,1
18533,96,5,2000,42
18534,96,6,2000,77
18535,96,16,2000,11
18536,96,44,2000,23
18537,96,17,2000,130
18538,96,57,2000,1626
18539,96,86,2000,166
18540,96,177,2000,216
18541,96,167,2000,4
18542,96,18,2000,8
18543,96,121,2000,6
18544,96,176,2000,28
18545,96,20,2000,68
18546,96,46,2000,1
18547,96,143,2000,8
18548,96,70,2000,3
18549,96,47,2000,7
18550,96,71,2000,11
18551,96,174,2000,1
18552,96,122,2000,2
18553,96,7,2000,1
18554,96,100,2000,2365
18555,96,72,2000,1
18556,96,87,2000,3
18557,96,144,2000,3
18558,96,125,2000,3
18559,96,21,2000,2
18560,96,8,2000,6
18561,96,73,2000,448
18562,96,77,2000,25
18563,96,101,2000,230085
18564,96,162,2000,2
18565,96,48,2000,58
18566,96,9,2000,7
18567,96,102,2000,10438
18568,96,111,2000,63
18569,96,112,2000,2887
18570,96,179,2000,106
18571,96,33,2000,231
18572,96,61,2000,59
18573,96,88,2000,272
18574,96,22,2000,2
18575,96,35,2000,76
18576,96,36,2000,457
18577,96,126,2000,1
18578,96,90,2000,1
18579,96,91,2000,1
18580,96,92,2000,1
18581,96,23,2000,10
18582,96,164,2000,1
18583,96,37,2000,17
18584,96,1,2000,1
18585,96,128,2000,1
18586,96,115,2000,44
18587,96,133,2000,1
18588,96,65,2000,1650
18589,96,145,2000,1
18590,96,113,2000,15
18591,96,148,2000,1
18592,96,49,2000,104
18593,96,74,2000,512
18594,96,25,2000,8
18595,96,93,2000,27
18596,96,146,2000,3
18597,96,26,2000,6
18598,96,130,2000,7
18599,96,38,2000,119
18600,96,60,2000,20
18601,96,142,2000,8
18602,96,50,2000,397
18603,96,131,2000,3
18604,96,114,2000,239
