id,destination,origin,year,migrants
24020,91,179,2000,27
24021,91,88,2000,13
24022,91,90,2000,34
24023,91,75,2000,29
24024,91,92,2000,336
24025,91,115,2000,8
24026,91,133,2000,1
24027,91,113,2000,33
24028,91,74,2000,10
24029,91,25,2000,22
24030,91,93,2000,602
24031,91,50,2000,751
24032,92,76,2000,55
24033,92,79,2000,328
24034,92,82,2000,81
24035,92,84,2000,408
24036,92,110,2000,226
24037,92,86,2000,119
24038,92,90,2000,37
24039,92,91,2000,224
24040,92,93,2000,907
24041,92,50,2000,748
24042,62,57,2000,3540
24043,62,51,2000,31
24044,62,33,2000,22
24045,62,35,2000,100
24046,62,38,2000,48
24047,62,36,2000,26
24048,62,68,2000,25
24049,62,103,2000,81
24050,62,105,2000,23
24051,140,134,2000,654
24052,140,153,2000,2488
24053,140,138,2000,268
24054,140,139,2000,436
24055,140,125,2000,213
24056,140,61,2000,218
24057,23,2,2000,175068
24058,23,3,2000,504790
24059,23,10,2000,211212
24060,23,120,2000,64252
24061,23,5,2000,978992
24062,23,16,2000,10177
24063,23,18,2000,95064
24064,23,20,2000,60237
24065,23,8,2000,187079
24066,23,9,2000,586225
24067,23,179,2000,252250
24068,23,145,2000,188246
24069,23,25,2000,322050
24070,23,142,2000,376493
24071,23,28,2000,301194
24072,164,141,2000,3275
24073,164,105,2000,506
24074,164,135,2000,792
24075,164,137,2000,104
24076,164,151,2000,2820
24077,164,68,2000,10825
24078,164,155,2000,4029
24079,164,69,2000,682
24080,164,156,2000,1395
24081,164,157,2000,40236
24082,164,20,2000,862
24083,164,159,2000,436
24084,164,160,2000,26917
24085,164,161,2000,59956
24086,164,144,2000,3219
24087,164,162,2000,663
24088,164,158,2000,23437
24089,164,126,2000,351
24090,164,23,2000,1183
24091,164,165,2000,11638
24092,164,166,2000,1308
24093,164,26,2000,0
24094,63,51,2000,495
24095,63,141,2000,56
24096,63,103,2000,52
24097,63,66,2000,7425
24098,63,11,2000,167
24099,63,67,2000,184
24100,63,53,2000,380524
24101,63,105,2000,72
24102,63,30,2000,1203
24103,63,29,2000,142
24104,63,172,2000,1870
24105,63,54,2000,325449
24106,63,81,2000,30
24107,63,14,2000,183
24108,63,31,2000,545
24109,63,39,2000,155
24110,63,42,2000,35
24111,63,68,2000,2287
24112,63,15,2000,51
24113,63,69,2000,6826
24114,63,156,2000,30
24115,63,56,2000,970
24116,63,32,2000,1909
24117,63,5,2000,312
24118,63,6,2000,68
24119,63,16,2000,187
24120,63,44,2000,55
24121,63,17,2000,115
24122,63,57,2000,1224
24123,63,177,2000,40
24124,63,167,2000,103
24125,63,18,2000,105
24126,63,19,2000,70
24127,63,20,2000,48
24128,63,143,2000,396
24129,63,47,2000,29
24130,63,71,2000,96
24131,63,58,2000,56
24132,63,100,2000,27
24133,63,59,2000,88070
24134,63,144,2000,34
24135,63,73,2000,797
24136,63,48,2000,58
24137,63,112,2000,52
24138,63,179,2000,46
24139,63,33,2000,704
24140,63,61,2000,40
24141,63,35,2000,3828
24142,63,36,2000,3123
24143,63,37,2000,505
24144,63,64,2000,11597
24145,63,115,2000,90
24146,63,133,2000,29
24147,63,65,2000,167
24148,63,49,2000,1264
24149,63,74,2000,3030
24150,63,25,2000,129
24151,63,27,2000,25
24152,63,146,2000,41
24153,63,26,2000,411
24154,63,170,2000,30
24155,63,38,2000,1352
24156,63,60,2000,52051
24157,63,142,2000,81
24158,63,50,2000,686
24159,63,171,2000,84
24160,63,132,2000,60
24161,127,3,2000,17
24162,127,67,2000,20
24163,127,10,2000,467
24164,127,172,2000,103
24165,127,81,2000,33
24166,127,68,2000,154
24167,127,69,2000,57
24168,127,5,2000,2026
24169,127,57,2000,37
24170,127,121,2000,331
24171,127,122,2000,525
24172,127,7,2000,1
24173,127,124,2000,509
24174,127,8,2000,39
24175,127,162,2000,40
24176,127,9,2000,11
24177,127,179,2000,398
24178,127,36,2000,11
24179,127,128,2000,15
24180,127,115,2000,366
24181,127,65,2000,10
24182,127,130,2000,6
24183,127,50,2000,173
24184,165,153,2000,3
24185,165,136,2000,1
24186,165,172,2000,266
24187,165,137,2000,0
24188,165,151,2000,248
24189,165,138,2000,1
24190,165,119,2000,0
24191,165,155,2000,4984
24192,165,69,2000,127
24193,165,156,2000,1242
24194,165,157,2000,70385
24195,165,5,2000,385
24196,165,16,2000,0
24197,165,177,2000,5
24198,165,121,2000,0
24199,165,176,2000,5
24200,165,20,2000,2083
24201,165,159,2000,10813
24202,165,160,2000,1857
24203,165,161,2000,134
24204,165,162,2000,2012
24205,165,9,2000,0
24206,165,158,2000,22
24207,165,36,2000,71
24208,165,126,2000,0
24209,165,164,2000,700
24210,165,1,2000,1
24211,165,115,2000,227
24212,165,145,2000,1
24213,165,166,2000,39
24214,165,50,2000,580
24215,165,152,2000,33
24216,165,132,2000,0
24217,37,2,2000,315
24218,37,51,2000,60
24219,37,141,2000,66
24220,37,52,2000,0
24221,37,134,2000,16
24222,37,103,2000,54
24223,37,11,2000,94
24224,37,77,2000,0
24225,37,66,2000,2070
24226,37,12,2000,23
24227,37,13,2000,0
24228,37,3,2000,0
24229,37,79,2000,0
24230,37,29,2000,140
24231,37,67,2000,529
24232,37,95,2000,0
24233,37,151,2000,0
24234,37,53,2000,257
24235,37,147,2000,0
24236,37,105,2000,66
24237,37,30,2000,1437
24238,37,152,2000,0
24239,37,116,2000,0
24240,37,135,2000,0
24241,37,80,2000,0
24242,37,136,2000,91
24243,37,106,2000,17
24244,37,172,2000,681
24245,37,107,2000,34
24246,37,137,2000,14
24247,37,96,2000,0
24248,37,54,2000,527
24249,37,81,2000,90
24250,37,14,2000,69
24251,37,31,2000,58709
24252,37,176,2000,0
24253,37,137,2000,0
24254,37,39,2000,158
24255,37,82,2000,0
24256,37,83,2000,0
24257,37,108,2000,22
24258,37,142,2000,118
24259,37,97,2000,0
24260,37,40,2000,33
24261,37,148,2000,0
24262,37,120,2000,19
24263,37,41,2000,0
24264,37,42,2000,98
24265,37,68,2000,1952
24266,37,155,2000,0
24267,37,15,2000,51
24268,37,69,2000,3067
24269,37,156,2000,12
24270,37,56,2000,262
24271,37,84,2000,0
24272,37,98,2000,0
24273,37,157,2000,0
24274,37,158,2000,0
24275,37,85,2000,0
24276,37,99,2000,0
24277,37,32,2000,11565
24278,37,43,2000,30
24279,37,5,2000,97
24280,37,6,2000,93
24281,37,16,2000,49
24282,37,44,2000,530
24283,37,45,2000,0
24284,37,17,2000,118
24285,37,57,2000,1764
24286,37,86,2000,0
24287,37,177,2000,88
24288,37,18,2000,36
24289,37,167,2000,158
24290,37,121,2000,16
24291,37,19,2000,47
24292,37,168,2000,15
24293,37,46,2000,88
24294,37,20,2000,68
24295,37,149,2000,0
24296,37,159,2000,0
24297,37,143,2000,35
24298,37,70,2000,0
24299,37,47,2000,87
24300,37,71,2000,32
24301,37,122,2000,0
24302,37,123,2000,0
24303,37,7,2000,0
24304,37,58,2000,14
24305,37,124,2000,0
24306,37,100,2000,53
24307,37,72,2000,0
24308,37,59,2000,24
24309,37,144,2000,33
24310,37,125,2000,0
24311,37,150,2000,0
24312,37,8,2000,0
24313,37,73,2000,360
24314,37,101,2000,0
24315,37,162,2000,69
24316,37,60,2000,473
24317,37,48,2000,447
24318,37,21,2000,0
24319,37,9,2000,93
24320,37,102,2000,0
24321,37,111,2000,0
24322,37,112,2000,35
24323,37,179,2000,19
24324,37,33,2000,4425
24325,37,61,2000,104
24326,37,22,2000,0
24327,37,35,2000,5353
24328,37,36,2000,1819
24329,37,126,2000,0
24330,37,90,2000,0
24331,37,91,2000,0
24332,37,62,2000,0
24333,37,140,2000,0
24334,37,23,2000,22
24335,37,164,2000,0
24336,37,63,2000,1230
24337,37,127,2000,0
24338,37,165,2000,0
24339,37,64,2000,203
24340,37,128,2000,0
24341,37,115,2000,70
24342,37,65,2000,537
24343,37,10,2000,0
24344,37,145,2000,0
24345,37,49,2000,167
24346,37,74,2000,407
24347,37,25,2000,148
24348,37,169,2000,0
24349,37,166,2000,0
24350,37,93,2000,0
24351,37,146,2000,94
24352,37,26,2000,201
24353,37,170,2000,0
24354,37,130,2000,0
24355,37,38,2000,6561
24356,37,27,2000,43
24357,37,50,2000,3211
24358,37,131,2000,0
24359,37,114,2000,0
24360,37,171,2000,29
24361,37,1,2000,1381
24362,37,28,2000,22
24363,37,132,2000,0
24364,37,133,2000,0
24365,64,2,2000,0
24366,64,51,2000,76
24367,64,141,2000,25
24368,64,134,2000,0
24369,64,103,2000,163
24370,64,11,2000,0
24371,64,77,2000,0
24372,64,66,2000,5745
24373,64,12,2000,0
24374,64,78,2000,0
24375,64,3,2000,3
24376,64,79,2000,0
24377,64,29,2000,31
24378,64,67,2000,317
24379,64,95,2000,0
24380,64,151,2000,0
24381,64,53,2000,77361
24382,64,147,2000,0
24383,64,105,2000,20
24384,64,30,2000,183
24385,64,152,2000,1
24386,64,116,2000,0
24387,64,153,2000,0
24388,64,135,2000,3
24389,64,136,2000,0
24390,64,106,2000,16
24391,64,172,2000,201
24392,64,107,2000,4
24393,64,117,2000,0
24394,64,137,2000,2
24395,64,96,2000,1
24396,64,54,2000,59921
24397,64,81,2000,3
24398,64,14,2000,4
24399,64,31,2000,460
24400,64,176,2000,0
24401,64,137,2000,1
24402,64,39,2000,32
24403,64,82,2000,0
24404,64,83,2000,1
24405,64,108,2000,16
24406,64,142,2000,51
24407,64,97,2000,0
24408,64,119,2000,0
24409,64,40,2000,3
24410,64,120,2000,13
24411,64,42,2000,11
24412,64,68,2000,1698
24413,64,139,2000,2
24414,64,155,2000,1
24415,64,15,2000,11
24416,64,69,2000,12368
24417,64,156,2000,13
24418,64,56,2000,57
24419,64,98,2000,0
24420,64,157,2000,6
24421,64,158,2000,1
24422,64,110,2000,0
24423,64,85,2000,0
24424,64,99,2000,1
24425,64,32,2000,398
24426,64,43,2000,10
24427,64,5,2000,19
24428,64,6,2000,30
24429,64,16,2000,46
24430,64,44,2000,5
24431,64,17,2000,19
24432,64,57,2000,4809
24433,64,86,2000,2
24434,64,177,2000,30
24435,64,18,2000,53
24436,64,167,2000,1
24437,64,121,2000,19
24438,64,19,2000,2
24439,64,168,2000,0
24440,64,46,2000,8
24441,64,20,2000,25
24442,64,159,2000,0
24443,64,143,2000,38
24444,64,70,2000,14
24445,64,47,2000,2
24446,64,71,2000,28
24447,64,122,2000,1
24448,64,123,2000,2
24449,64,7,2000,0
24450,64,160,2000,2
24451,64,58,2000,1
24452,64,161,2000,1
24453,64,124,2000,0
24454,64,100,2000,12
24455,64,59,2000,0
24456,64,87,2000,0
24457,64,144,2000,9
24458,64,125,2000,0
24459,64,150,2000,0
24460,64,8,2000,5
24461,64,73,2000,327
24462,64,101,2000,0
24463,64,162,2000,8
24464,64,60,2000,8231
24465,64,48,2000,9
24466,64,21,2000,1
24467,64,9,2000,13
24468,64,102,2000,0
24469,64,111,2000,0
24470,64,112,2000,12
24471,64,179,2000,6
24472,64,33,2000,254
24473,64,61,2000,13
24474,64,22,2000,0
24475,64,35,2000,135
24476,64,36,2000,664
24477,64,126,2000,0
24478,64,62,2000,0
24479,64,140,2000,0
24480,64,23,2000,3
24481,64,164,2000,2
24482,64,63,2000,29945
24483,64,165,2000,0
24484,64,37,2000,65
24485,64,128,2000,1
24486,64,115,2000,27
24487,64,65,2000,30
24488,64,10,2000,7
24489,64,145,2000,14
24490,64,113,2000,0
24491,64,49,2000,399
24492,64,74,2000,1330
24493,64,25,2000,27
24494,64,169,2000,0
24495,64,166,2000,0
24496,64,93,2000,0
24497,64,146,2000,9
24498,64,26,2000,26
24499,64,170,2000,0
24500,64,130,2000,2
24501,64,38,2000,438
24502,64,27,2000,2
24503,64,50,2000,201
24504,64,131,2000,3
24505,64,114,2000,5
24506,64,171,2000,4
24507,64,1,2000,0
24508,64,28,2000,6
24509,64,132,2000,6
24510,64,133,2000,4
24511,128,120,2000,555
24512,128,119,2000,0
24513,128,28,2000,0
24514,115,2,2000,30
24515,115,51,2000,69
24516,115,141,2000,188
24517,115,134,2000,15785
24518,115,103,2000,996
24519,115,66,2000,2265
24520,115,13,2000,70
24521,115,3,2000,1064
24522,115,79,2000,13
24523,115,29,2000,101
24524,115,67,2000,3340
24525,115,151,2000,82
24526,115,53,2000,79
24527,115,147,2000,17593
24528,115,105,2000,1233
24529,115,30,2000,1653
24530,115,116,2000,1543
24531,115,135,2000,992
24532,115,106,2000,281
24533,115,172,2000,9841
24534,115,107,2000,249
24535,115,117,2000,83
24536,115,137,2000,7885
24537,115,54,2000,428
24538,115,81,2000,645
24539,115,14,2000,2065
24540,115,31,2000,838
24541,115,176,2000,58
24542,115,137,2000,8332
24543,115,39,2000,1062
24544,115,142,2000,1942
24545,115,119,2000,225
24546,115,40,2000,61
24547,115,120,2000,1242
24548,115,42,2000,273
24549,115,68,2000,3182
24550,115,139,2000,131
24551,115,69,2000,23826
24552,115,156,2000,2797
24553,115,55,2000,23
24554,115,56,2000,3794
24555,115,98,2000,38
24556,115,157,2000,33
24557,115,158,2000,13
24558,115,110,2000,24
24559,115,173,2000,679
24560,115,43,2000,14
24561,115,5,2000,16920
24562,115,6,2000,295
24563,115,16,2000,68
24564,115,44,2000,5085
24565,115,17,2000,1877
24566,115,57,2000,9798
24567,115,86,2000,82
24568,115,177,2000,735
24569,115,18,2000,24
24570,115,121,2000,6894
24571,115,19,2000,38
24572,115,168,2000,0
24573,115,46,2000,176
24574,115,20,2000,389
24575,115,149,2000,113578
24576,115,159,2000,254
24577,115,143,2000,69
24578,115,47,2000,169
24579,115,71,2000,12
24580,115,122,2000,181
24581,115,123,2000,26025
24582,115,7,2000,24
24583,115,160,2000,45
24584,115,58,2000,144
24585,115,124,2000,3573
24586,115,100,2000,120
24587,115,72,2000,11
24588,115,144,2000,456
24589,115,125,2000,237813
24590,115,150,2000,44274
24591,115,8,2000,53
24592,115,73,2000,8450
24593,115,101,2000,46
24594,115,162,2000,6932
24595,115,48,2000,468
24596,115,21,2000,14
24597,115,9,2000,4181
24598,115,102,2000,25
24599,115,111,2000,50
24600,115,112,2000,86
24601,115,179,2000,630
24602,115,33,2000,4141
24603,115,61,2000,19048
24604,115,35,2000,680
24605,115,36,2000,1427
24606,115,126,2000,1311
24607,115,90,2000,11
24608,115,23,2000,260
24609,115,164,2000,1157
24610,115,63,2000,1600
24611,115,127,2000,280
24612,115,165,2000,166
24613,115,37,2000,177
24614,115,128,2000,6302
24615,115,65,2000,613
24616,115,10,2000,415
24617,115,145,2000,1205
24618,115,148,2000,31743
24619,115,49,2000,102
24620,115,74,2000,826
24621,115,25,2000,49
24622,115,60,2000,51
24623,115,93,2000,11
24624,115,146,2000,48
24625,115,26,2000,475
24626,115,130,2000,1991
24627,115,38,2000,1600
24628,115,27,2000,76
24629,115,50,2000,125874
24630,115,131,2000,3911
24631,115,114,2000,48
24632,115,1,2000,68
24633,115,28,2000,35
24634,115,132,2000,23416
24635,115,133,2000,128983
24636,129,136,2000,0
24637,129,137,2000,0
24638,129,142,2000,0
24639,129,119,2000,0
24640,129,120,2000,0
24641,129,5,2000,0
24642,129,121,2000,0
24643,129,143,2000,0
24644,129,160,2000,0
24645,129,162,2000,0
24646,129,145,2000,0
24647,129,130,2000,0
24648,65,2,2000,455
24649,65,51,2000,712
24650,65,141,2000,19360
24651,65,52,2000,3717
24652,65,134,2000,2524
24653,65,103,2000,79339
24654,65,11,2000,1315
24655,65,66,2000,5548
24656,65,12,2000,655
24657,65,78,2000,116
24658,65,13,2000,72
24659,65,3,2000,693
24660,65,79,2000,72
24661,65,29,2000,300
24662,65,67,2000,32533
24663,65,95,2000,66
24664,65,151,2000,91
24665,65,53,2000,1466
24666,65,105,2000,28179
24667,65,30,2000,3678
24668,65,152,2000,347
24669,65,116,2000,103
24670,65,153,2000,2441
24671,65,135,2000,1239
24672,65,136,2000,141
24673,65,106,2000,22607
24674,65,172,2000,2138
24675,65,107,2000,40145
24676,65,137,2000,623
24677,65,96,2000,1249
24678,65,54,2000,630
24679,65,81,2000,45738
24680,65,14,2000,254
24681,65,31,2000,1645
24682,65,176,2000,334
24683,65,137,2000,1688
24684,65,39,2000,7156
24685,65,118,2000,41
24686,65,82,2000,634
24687,65,83,2000,36953
24688,65,108,2000,24472
24689,65,142,2000,2041
24690,65,97,2000,2307
24691,65,138,2000,12201
24692,65,119,2000,128
24693,65,40,2000,124
24694,65,120,2000,305
24695,65,42,2000,6598
24696,65,68,2000,174641
24697,65,139,2000,415
24698,65,155,2000,5866
24699,65,15,2000,523
24700,65,69,2000,160472
24701,65,156,2000,1354
24702,65,56,2000,1321
24703,65,84,2000,1095
24704,65,98,2000,1977
24705,65,157,2000,4551
24706,65,158,2000,1574
24707,65,110,2000,168
24708,65,85,2000,704
24709,65,99,2000,2515
24710,65,32,2000,1285
24711,65,43,2000,414
24712,65,5,2000,8210
24713,65,6,2000,3477
24714,65,16,2000,1274
24715,65,44,2000,4329
24716,65,17,2000,1280
24717,65,57,2000,26797
24718,65,86,2000,378
24719,65,177,2000,3286
24720,65,18,2000,1689
24721,65,167,2000,43
24722,65,121,2000,507
24723,65,19,2000,767
24724,65,168,2000,324
24725,65,46,2000,190
24726,65,20,2000,2320
24727,65,159,2000,1495
24728,65,143,2000,1428
24729,65,70,2000,133
24730,65,47,2000,217
24731,65,71,2000,1245
24732,65,122,2000,734
24733,65,123,2000,72
24734,65,160,2000,1373
24735,65,58,2000,195
24736,65,161,2000,2103
24737,65,124,2000,359
24738,65,100,2000,18686
24739,65,72,2000,154
24740,65,59,2000,0
24741,65,144,2000,266706
24742,65,125,2000,1854
24743,65,150,2000,151
24744,65,8,2000,119
24745,65,73,2000,27629
24746,65,101,2000,2013
24747,65,162,2000,3876
24748,65,60,2000,159
24749,65,48,2000,6665
24750,65,21,2000,41
24751,65,9,2000,5531
24752,65,102,2000,2185
24753,65,111,2000,1744
24754,65,112,2000,42184
24755,65,179,2000,16870
24756,65,33,2000,9707
24757,65,61,2000,65690
24758,65,22,2000,99
24759,65,35,2000,8489
24760,65,36,2000,8300
24761,65,126,2000,444
24762,65,91,2000,81
24763,65,62,2000,18
24764,65,140,2000,272
24765,65,23,2000,316
24766,65,164,2000,7783
24767,65,63,2000,0
24768,65,127,2000,79
24769,65,165,2000,739
24770,65,37,2000,406
24771,65,64,2000,217
24772,65,128,2000,349
24773,65,115,2000,1483
24774,65,10,2000,838
24775,65,145,2000,665
24776,65,113,2000,222
24777,65,49,2000,11761
24778,65,74,2000,58838
24779,65,25,2000,3531
24780,65,169,2000,41
24781,65,166,2000,119
24782,65,93,2000,253
24783,65,146,2000,1172
24784,65,26,2000,981
24785,65,170,2000,27
24786,65,130,2000,214
24787,65,38,2000,2115
24788,65,27,2000,266
24789,65,50,2000,118972
24790,65,131,2000,0
24791,65,114,2000,19920
24792,65,171,2000,499
24793,65,1,2000,665
24794,65,28,2000,56
24795,65,132,2000,247
24796,65,133,2000,424
24797,10,2,2000,31
24798,10,13,2000,97
24799,10,3,2000,164
24800,10,4,2000,56
24801,10,172,2000,588
24802,10,14,2000,61
24803,10,42,2000,14
24804,10,68,2000,107
24805,10,69,2000,147
24806,10,56,2000,22
24807,10,85,2000,8
24808,10,5,2000,31618
24809,10,6,2000,25
24810,10,16,2000,9
24811,10,17,2000,12
24812,10,57,2000,1273
24813,10,177,2000,207
24814,10,18,2000,67
24815,10,19,2000,430
24816,10,20,2000,181
24817,10,143,2000,9
24818,10,7,2000,370
24819,10,21,2000,81
24820,10,8,2000,84
24821,10,48,2000,28
24822,10,9,2000,324
24823,10,61,2000,2
24824,10,22,2000,67
24825,10,36,2000,36
24826,10,23,2000,321
24827,10,127,2000,5
24828,10,115,2000,64
24829,10,65,2000,8
24830,10,49,2000,51
24831,10,74,2000,73
24832,10,25,2000,17
24833,10,27,2000,413
24834,10,26,2000,10
24835,10,142,2000,31
24836,10,50,2000,317
24837,145,136,2000,72615
24838,145,172,2000,1746
24839,145,137,2000,12378
24840,145,120,2000,123478
24841,145,119,2000,435158
24842,145,5,2000,2351
24843,145,121,2000,6367
24844,145,143,2000,2492
24845,145,160,2000,1101
24846,145,162,2000,24143
24847,145,128,2000,43
24848,145,129,2000,0
24849,145,130,2000,47612
24850,145,142,2000,22327
24851,113,105,2000,3204
24852,113,172,2000,3135
24853,113,110,2000,7802
24854,113,73,2000,2002
24855,49,2,2000,4287
24856,49,51,2000,374
24857,49,141,2000,1681
24858,49,52,2000,1
24859,49,134,2000,433
24860,49,76,2000,6
24861,49,103,2000,2435
24862,49,11,2000,341
24863,49,66,2000,6021
24864,49,12,2000,189
24865,49,78,2000,16
24866,49,13,2000,54
24867,49,3,2000,2937
24868,49,79,2000,101
24869,49,29,2000,449
24870,49,67,2000,1201
24871,49,95,2000,5
24872,49,151,2000,22
24873,49,4,2000,10
24874,49,53,2000,51526
24875,49,147,2000,49
24876,49,105,2000,3496
24877,49,30,2000,3508
24878,49,152,2000,34
24879,49,116,2000,83
24880,49,153,2000,294
24881,49,135,2000,108
24882,49,136,2000,28
24883,49,106,2000,26842
24884,49,172,2000,8150
24885,49,173,2000,561
24886,49,107,2000,7317
24887,49,117,2000,9
24888,49,137,2000,160
24889,49,96,2000,207
24890,49,54,2000,5229
24891,49,81,2000,1489
24892,49,14,2000,453
24893,49,31,2000,321
24894,49,176,2000,56
24895,49,137,2000,999
24896,49,39,2000,38190
24897,49,118,2000,57
24898,49,82,2000,46
24899,49,83,2000,245
24900,49,108,2000,950
24901,49,142,2000,2085
24902,49,97,2000,2332
24903,49,138,2000,11
24904,49,119,2000,3054
24905,49,40,2000,10253
24906,49,148,2000,16
24907,49,120,2000,11907
24908,49,42,2000,195447
24909,49,68,2000,5602
24910,49,139,2000,4
24911,49,155,2000,2501
24912,49,15,2000,132
24913,49,69,2000,38155
24914,49,156,2000,981
24915,49,55,2000,0
24916,49,56,2000,10851
24917,49,84,2000,40
24918,49,98,2000,658
24919,49,157,2000,112
24920,49,158,2000,78
24921,49,110,2000,106
24922,49,85,2000,107
24923,49,99,2000,210
24924,49,32,2000,14127
24925,49,43,2000,3530
24926,49,5,2000,11110
24927,49,6,2000,51101
24928,49,16,2000,49372
24929,49,44,2000,1108
24930,49,17,2000,1517
24931,49,57,2000,6337
24932,49,86,2000,195
24933,49,177,2000,2283
24934,49,18,2000,1068
24935,49,167,2000,173
24936,49,121,2000,1267
24937,49,19,2000,809
24938,49,168,2000,46
24939,49,46,2000,2305
24940,49,20,2000,20038
24941,49,149,2000,21
24942,49,159,2000,558
24943,49,143,2000,374
24944,49,70,2000,2
24945,49,47,2000,785
24946,49,71,2000,120
24947,49,122,2000,73
24948,49,123,2000,40
24949,49,7,2000,7
24950,49,160,2000,51
24951,49,58,2000,87
24952,49,161,2000,20
24953,49,124,2000,133
24954,49,100,2000,1079
24955,49,72,2000,15
24956,49,59,2000,0
24957,49,144,2000,4492
24958,49,125,2000,196
24959,49,150,2000,48
24960,49,8,2000,154
24961,49,73,2000,4532
24962,49,101,2000,404
24963,49,162,2000,701
24964,49,60,2000,2362
24965,49,48,2000,42464
24966,49,21,2000,7
24967,49,9,2000,3100
24968,49,102,2000,201
24969,49,111,2000,130
24970,49,112,2000,4531
24971,49,179,2000,5460
24972,49,33,2000,40123
24973,49,61,2000,2514
24974,49,22,2000,23
24975,49,35,2000,11776
24976,49,36,2000,6523
24977,49,126,2000,113
24978,49,90,2000,2
24979,49,91,2000,29
24980,49,92,2000,12
24981,49,62,2000,6
24982,49,140,2000,7
24983,49,23,2000,836
24984,49,164,2000,230
24985,49,63,2000,0
24986,49,127,2000,47
24987,49,165,2000,217
24988,49,37,2000,243
24989,49,64,2000,683
24990,49,128,2000,13082
24991,49,115,2000,1016
24992,49,129,2000,0
24993,49,65,2000,5079
24994,49,10,2000,5854
24995,49,145,2000,710
24996,49,113,2000,21
24997,49,74,2000,2389
24998,49,25,2000,14162
24999,49,169,2000,65
25000,49,166,2000,232
25001,49,93,2000,234
25002,49,146,2000,2728
25003,49,26,2000,31894
25004,49,170,2000,56
25005,49,130,2000,2393
25006,49,38,2000,1459
25007,49,27,2000,351
25008,49,50,2000,14602
25009,49,131,2000,846
25010,49,114,2000,2227
25011,49,171,2000,155
25012,49,1,2000,10898
25013,49,28,2000,173
25014,49,132,2000,245
25015,49,133,2000,254
25016,74,2,2000,2740
25017,74,51,2000,1304
25018,74,141,2000,6648
25019,74,52,2000,32
25020,74,134,2000,4709
25021,74,76,2000,80
25022,74,103,2000,6009
25023,74,11,2000,459
25024,74,66,2000,44509
25025,74,12,2000,333
25026,74,78,2000,84
25027,74,13,2000,224
25028,74,3,2000,1385
25029,74,79,2000,52
25030,74,29,2000,761
25031,74,67,2000,10749
25032,74,95,2000,47
25033,74,151,2000,380
25034,74,4,2000,56
25035,74,53,2000,38666
25036,74,147,2000,44
25037,74,105,2000,24450
25038,74,30,2000,3708
25039,74,152,2000,431
25040,74,116,2000,408
25041,74,153,2000,1496
25042,74,135,2000,4879
25043,74,136,2000,216
25044,74,106,2000,5238
25045,74,172,2000,11538
25046,74,107,2000,7917
25047,74,117,2000,21
25048,74,137,2000,955
25049,74,96,2000,600
25050,74,54,2000,14894
25051,74,81,2000,2142
25052,74,14,2000,265
25053,74,31,2000,9460
25054,74,176,2000,361
25055,74,137,2000,4393
25056,74,39,2000,4020
25057,74,118,2000,68
25058,74,82,2000,197
25059,74,83,2000,7223
25060,74,108,2000,3213
25061,74,142,2000,4368
25062,74,97,2000,490
25063,74,138,2000,24
25064,74,119,2000,4483
25065,74,40,2000,346
25066,74,148,2000,74
25067,74,120,2000,3297
25068,74,42,2000,3716
25069,74,68,2000,100144
25070,74,139,2000,180
25071,74,155,2000,473
25072,74,15,2000,448
25073,74,69,2000,241379
25074,74,156,2000,1909
25075,74,56,2000,5770
25076,74,84,2000,33
25077,74,98,2000,686
25078,74,157,2000,778
25079,74,158,2000,205
25080,74,110,2000,99
25081,74,85,2000,1252
25082,74,99,2000,382
25083,74,32,2000,11132
25084,74,43,2000,215
25085,74,5,2000,12645
25086,74,6,2000,6078
25087,74,16,2000,4932
25088,74,44,2000,2341
25089,74,17,2000,2537
25090,74,57,2000,176442
25091,74,86,2000,554
25092,74,177,2000,4993
25093,74,18,2000,456
25094,74,167,2000,1368
25095,74,121,2000,2310
25096,74,19,2000,300
25097,74,168,2000,300
25098,74,46,2000,1006
25099,74,20,2000,4222
25100,74,149,2000,54
25101,74,159,2000,303
25102,74,143,2000,734
25103,74,70,2000,1715
25104,74,47,2000,715
25105,74,71,2000,1619
25106,74,122,2000,1202
25107,74,123,2000,77
25108,74,7,2000,46
25109,74,160,2000,283
25110,74,58,2000,202
25111,74,161,2000,84
25112,74,124,2000,1982
25113,74,100,2000,4306
25114,74,72,2000,181
25115,74,59,2000,1989
25116,74,144,2000,11902
25117,74,125,2000,912
25118,74,150,2000,189
25119,74,8,2000,654
25120,74,73,2000,16239
25121,74,101,2000,419
25122,74,162,2000,2326
25123,74,60,2000,39114
25124,74,48,2000,1625
25125,74,21,2000,56
25126,74,9,2000,2946
25127,74,102,2000,348
25128,74,111,2000,669
25129,74,112,2000,6523
25130,74,179,2000,9117
25131,74,33,2000,16247
25132,74,61,2000,130398
25133,74,22,2000,48
25134,74,35,2000,9315
25135,74,36,2000,12253
25136,74,126,2000,731
25137,74,90,2000,0
25138,74,91,2000,42
25139,74,92,2000,0
25140,74,62,2000,0
25141,74,140,2000,40
25142,74,23,2000,635
25143,74,164,2000,1559
25144,74,63,2000,82923
25145,74,127,2000,165
25146,74,165,2000,238
25147,74,37,2000,5750
25148,74,64,2000,2561
25149,74,128,2000,3167
25150,74,115,2000,5200
25151,74,129,2000,0
25152,74,65,2000,40529
25153,74,10,2000,21648
25154,74,145,2000,686
25155,74,113,2000,76
