,destination,destination_id,origin,origin_id,1990,1995,2000,2005,2010,2015,2020
22452,sweden,49,kyrgyzstan,168,36,42,46,242,506,900,1245
22454,sweden,49,latvia,46,1811,2149,2305,2686,4101,6244,8434
22455,sweden,49,lebanon,20,15745,18685,20038,21210,23612,24582,28836
22456,sweden,49,lesotho,149,16,19,21,20,22,53,69
22457,sweden,49,liberia,159,438,520,558,730,841,902,1006
22458,sweden,49,libya,143,293,348,374,619,1230,2069,3790
22459,sweden,49,liechtenstein,70,0,0,2,2,2,3,4
22460,sweden,49,lithuania,47,616,731,785,2291,5551,10035,15107
22461,sweden,49,luxembourg,71,94,111,120,156,223,295,386
22462,sweden,49,madagascar,122,57,68,73,81,88,108,137
22463,sweden,49,malawi,123,31,37,40,54,77,70,104
22465,sweden,49,maldives,7,5,6,7,13,11,21,24
22466,sweden,49,mali,160,40,47,51,61,95,129,187
22467,sweden,49,malta,58,68,81,87,103,126,158,203
22469,sweden,49,mauritania,161,15,18,20,26,42,61,75
22470,sweden,49,mauritius,124,104,124,133,141,167,177,208
22471,sweden,49,mexico,100,847,1006,1079,1510,1921,2327,3099
22473,sweden,49,monaco,72,11,13,15,22,24,41,47
22475,sweden,49,montenegro,59,0,0,0,0,335,799,1254
22476,sweden,49,morocco,144,3529,4188,4492,5488,7012,8638,11306
22477,sweden,49,mozambique,125,154,182,196,243,312,312,338
22479,sweden,49,namibia,150,37,44,48,67,82,120,158
22481,sweden,49,nepal,8,121,143,154,238,503,844,1080
22482,sweden,49,netherlands,73,3561,4226,4532,5859,8293,9741,12402
22484,sweden,49,nicaragua,101,317,376,404,490,609,741,929
22486,sweden,49,nigeria,162,550,653,701,1429,2629,4168,6096
22487,sweden,49,north macedonia,60,1856,2202,2362,3355,4474,5815,8571
22488,sweden,49,norway,48,33367,39596,42464,44290,43653,40463,42813
22489,sweden,49,oman,21,5,6,7,20,33,49,80
22490,sweden,49,pakistan,9,2435,2890,3100,4653,9127,10698,16597
22492,sweden,49,panama,102,157,187,201,219,256,285,319
22494,sweden,49,paraguay,111,102,121,130,146,176,191,216
22495,sweden,49,peru,112,3560,4225,4531,5455,6517,7077,8093
22496,sweden,49,philippines,179,4290,5091,5460,7137,9226,11458,14878
22497,sweden,49,poland,33,31527,37413,40123,45705,67262,78146,95128
22498,sweden,49,portugal,61,1975,2344,2514,2562,2866,3307,4253
22499,sweden,49,qatar,22,18,21,23,46,77,131,315
22502,sweden,49,romania,35,9253,10980,11776,12611,18462,23594,31831
22503,sweden,49,russia,36,5125,6082,6523,10833,14389,18201,22166
22504,sweden,49,rwanda,126,88,105,113,240,356,516,748
22505,sweden,49,saint kitts and nevis,90,0,0,2,2,1,1,0
22506,sweden,49,saint lucia,91,22,27,29,25,29,34,40
22507,sweden,49,saint vincent and the grenadines,92,10,12,12,12,15,15,18
22509,sweden,49,san marino,62,7,6,6,5,5,4,4
22510,sweden,49,sao tome and principe,140,6,7,7,10,10,11,12
22511,sweden,49,saudi arabia,23,656,779,836,1012,1536,2862,6316
22512,sweden,49,senegal,164,180,214,230,325,488,719,989
22513,sweden,49,serbia,63,0,0,0,11953,12866,14812,23696
22514,sweden,49,seychelles,127,36,43,47,57,59,66,70
22515,sweden,49,sierra leone,165,170,202,217,509,663,772,941
22517,sweden,49,slovakia,37,190,226,243,531,1054,1422,1907
22518,sweden,49,slovenia,64,536,636,683,813,959,1137,1411
22520,sweden,49,somalia,128,10279,12198,13082,15872,31594,55339,70432
22521,sweden,49,south africa,115,798,947,1016,1551,1919,2284,3208
22522,sweden,49,south sudan,129,0,0,0,0,0,14,91
22523,sweden,49,spain,65,3990,4736,5079,5546,6515,9083,12579
22524,sweden,49,sri lanka,10,4599,5458,5854,6161,6627,6656,7487
22526,sweden,49,sudan,145,557,662,710,1030,1473,3162,6065
22527,sweden,49,suriname,113,16,19,21,27,32,37,57
22528,sweden,49,switzerland,74,1877,2227,2389,2592,2973,3267,4123
22529,sweden,49,syrian,25,11128,13205,14162,16591,19572,101949,190882
22530,sweden,49,tajikistan,169,51,60,65,120,209,289,398
22533,sweden,49,togo,166,182,216,232,251,301,337,394
22535,sweden,49,trinidad and tobago,93,183,218,234,250,270,281,306
22536,sweden,49,tunisia,146,2143,2543,2728,3173,3860,4624,5734
22537,sweden,49,turkey,26,25061,29740,31894,35466,40582,44141,51223
22538,sweden,49,turkmenistan,170,44,52,56,157,210,223,258
22539,sweden,49,uganda,130,1880,2231,2393,2489,2843,3806,4948
22540,sweden,49,ukraine,38,1146,1360,1459,2748,4219,6532,10176
22541,sweden,49,united arab emirates,27,275,327,351,479,688,1339,3292
22542,sweden,49,united kingdom,50,11473,13616,14602,16960,20291,23339,29715
22543,sweden,49,"tanzania, united republic of",131,664,788,846,1062,1335,1611,1945
22545,sweden,49,uruguay,114,1749,2076,2227,2288,2270,2078,2249
22546,sweden,49,uzbekistan,171,121,144,155,1154,2066,3326,4343
22549,sweden,49,vietnam,1,8563,10162,10898,12180,13942,15907,20245
22550,sweden,49,yemen,28,135,161,173,240,489,1276,2604
22551,sweden,49,zambia,132,192,228,245,302,394,493,646
22552,sweden,49,zimbabwe,133,199,236,254,336,419,518,690
22602,united kingdom,50,afghanistan,2,2076,8160,14382,36020,38029,45516,51376
22603,united kingdom,50,albania,51,156,1181,2227,7335,7743,9267,10458
22604,united kingdom,50,algeria,141,3594,6898,10318,16393,17307,20714,23380
22605,united kingdom,50,andorra,52,6,15,26,39,41,48,53
22606,united kingdom,50,angola,134,825,3243,5717,9446,9973,11936,13471
22607,united kingdom,50,anguilla,75,95,377,666,568,599,717,807
22608,united kingdom,50,antigua and barbuda,76,542,2135,3764,3510,3705,4435,5005
22609,united kingdom,50,argentina,103,947,3722,6561,7984,8428,10087,11385
22610,united kingdom,50,armenia,11,81,323,572,1038,1095,1310,1477
22611,united kingdom,50,aruba,77,111,437,772,659,695,831,936
22613,united kingdom,50,austria,66,20222,19373,18851,18296,19316,20067,21163
22614,united kingdom,50,azerbaijan,12,77,307,544,1595,1683,2014,2271
22615,united kingdom,50,bahamas,78,250,984,1735,1716,1810,2166,2442
22616,united kingdom,50,bahrain,13,583,2295,4047,4611,4868,5826,6575
22617,united kingdom,50,bangladesh,3,102380,124761,149241,169747,209581,215649,241799
22618,united kingdom,50,barbados,79,21736,21135,20891,18665,19706,23586,26622
22619,united kingdom,50,belarus,29,310,703,1108,2552,2693,3222,3635
22620,united kingdom,50,belgium,67,16085,18359,20943,22475,23729,23934,31425
22621,united kingdom,50,belize,95,1194,1182,1191,1191,1256,1503,1694
22622,united kingdom,50,benin,151,32,127,226,398,419,500,563
22624,united kingdom,50,bhutan,4,11,48,86,239,251,299,336
22626,united kingdom,50,bosnia and herzegovina,53,1816,4108,6470,6717,7090,8486,9576
22627,united kingdom,50,botswana,147,1955,1948,1975,2446,2582,3089,3485
22628,united kingdom,50,brazil,105,9560,12033,14710,30972,32699,39136,44175
22631,united kingdom,50,bulgaria,30,1670,3395,5178,24618,25990,65868,103196
22632,united kingdom,50,burkina faso,152,12,52,94,147,154,183,205
22633,united kingdom,50,burundi,116,281,1107,1953,2993,3159,3780,4265
22634,united kingdom,50,cabo verde,153,45,180,319,699,737,881,993
22636,united kingdom,50,cameroon,135,451,1773,3125,6197,6541,7828,8834
22638,united kingdom,50,cayman islands,80,150,591,1043,891,939,1123,1266
22640,united kingdom,50,chad,136,25,101,180,245,258,307,345
22642,united kingdom,50,chile,106,717,2817,4966,5655,5969,7143,8063
22643,united kingdom,50,china,172,23384,83030,144073,146994,155196,199428,208229
22644,united kingdom,50,hong kong,173,72371,72931,74718,87020,91875,109963,124122
22645,united kingdom,50,colombia,107,5546,8660,11920,17530,18508,22151,25001
22646,united kingdom,50,comoros,117,7,33,60,95,100,118,133
22647,united kingdom,50,congo,137,456,1793,3162,5596,5907,7069,7978
22648,united kingdom,50,costa rica,96,50,200,355,502,529,632,712
22650,united kingdom,50,croatia,54,1897,4290,6757,7093,7487,5934,8610
22651,united kingdom,50,cuba,81,150,592,1044,1638,1728,2067,2333
22652,united kingdom,50,cyprus,14,76295,75065,75098,72192,76219,74836,61053
22653,united kingdom,50,czechia,31,8523,10086,11819,23419,24725,42812,45578
22654,united kingdom,50,north korea,176,0,5,11,7984,8428,10087,11385
22655,united kingdom,50,congo,137,1195,4698,8280,12919,13639,16324,18423
22656,united kingdom,50,denmark,39,13911,15833,18023,19297,20372,25684,26960
22657,united kingdom,50,djibouti,118,33,131,232,319,336,401,451
22658,united kingdom,50,dominica,82,941,3697,6517,6048,6385,7641,8625
22659,united kingdom,50,dominican republic,83,72,285,504,876,923,1104,1246
22660,united kingdom,50,ecuador,108,423,1665,2936,5428,5730,6857,7739
22661,united kingdom,50,egypt,142,22368,22933,23885,25824,27264,32631,36831
22662,united kingdom,50,el salvador,97,81,322,569,678,715,855,1284
22663,united kingdom,50,equatorial guinea,138,6,29,53,159,167,199,222
22664,united kingdom,50,eritrea,119,914,3593,6334,11158,11779,15103,15911
22665,united kingdom,50,estonia,40,545,1233,1943,4927,5200,13633,12967
22666,united kingdom,50,eswatini,148,118,469,828,1078,1137,1361,1534
22667,united kingdom,50,ethiopia,120,1086,4269,7524,10714,11310,13536,15278
22669,united kingdom,50,faroe islands,41,38,150,266,310,326,389,437
22671,united kingdom,50,finland,42,5179,7993,10943,11359,11992,15019,20999
22672,united kingdom,50,france,68,52367,71537,91911,108012,134393,149752,170270
22674,united kingdom,50,gabon,139,17,70,126,229,241,288,322
22675,united kingdom,50,gambia,155,1354,2553,3796,7024,7415,8874,10015
22676,united kingdom,50,georgia,15,76,303,537,1704,1798,2151,2427
22677,united kingdom,50,germany,69,213058,233229,257322,260849,298299,305973,310043
22678,united kingdom,50,ghana,156,31872,42703,54254,69890,97035,116139,131095
22679,united kingdom,50,gibraltar,55,11215,9279,7500,8697,9181,10989,12401
22680,united kingdom,50,greece,56,14266,23935,34008,33243,35098,53324,75441
22682,united kingdom,50,grenada,84,1366,5367,9460,8806,9296,11126,12556
22683,united kingdom,50,guatemala,98,69,272,481,678,715,855,963
22684,united kingdom,50,guinea,157,36,144,255,1202,1268,1517,1710
22685,united kingdom,50,guinea-bissau,158,53,211,373,1277,1347,1611,1817
22686,united kingdom,50,guyana,110,19978,19912,20182,19685,20782,24874,28074
22687,united kingdom,50,haiti,85,21,86,154,220,231,276,309
22688,united kingdom,50,honduras,99,59,233,412,489,516,616,694
22689,united kingdom,50,hungary,32,12192,12352,12721,30066,31742,80777,82667
22690,united kingdom,50,iceland,43,419,947,1492,1665,1757,2102,2370
22691,united kingdom,50,india,5,399526,422284,452144,548130,684136,807790,835359
22693,united kingdom,50,iran,6,31563,36022,41087,58564,61831,74004,83531
22694,united kingdom,50,iraq,16,15166,22970,31162,49476,52236,62520,70569
22695,united kingdom,50,ireland,44,611877,559011,515544,461897,398201,389731,370151
22696,united kingdom,50,isle of man,45,9974,8238,6642,7702,8131,9732,10983
22697,united kingdom,50,israel,17,11935,11621,11503,13882,14655,17540,19797
22698,united kingdom,50,italy,57,88822,95453,103689,114477,111540,152535,254054
22699,united kingdom,50,jamaica,86,138898,139059,141559,141608,147673,138858,128772
22700,united kingdom,50,japan,177,27561,31661,36294,34522,36447,43623,49238
22701,united kingdom,50,jordan,18,2469,2712,3001,4136,4366,5225,5897
22702,united kingdom,50,kazakhstan,167,121,480,848,2725,2876,3441,3882
22703,united kingdom,50,kenya,121,109722,116551,125340,124549,146627,131845,139352
22705,united kingdom,50,kuwait,19,820,3223,5682,8721,9207,11020,12436
22706,united kingdom,50,kyrgyzstan,168,18,72,129,545,575,687,775
22708,united kingdom,50,latvia,46,1160,2623,4132,30163,31846,103879,86007
22709,united kingdom,50,lebanon,20,8712,9330,10106,12153,12831,15356,17333
22710,united kingdom,50,lesotho,149,45,180,320,516,544,650,732
22711,united kingdom,50,liberia,159,219,864,1524,2371,2503,2995,3378
22712,united kingdom,50,libya,143,6468,7588,8836,11782,12439,14887,16803
22713,united kingdom,50,liechtenstein,70,7,16,27,26,27,31,33
22714,united kingdom,50,lithuania,47,1182,2675,4214,51886,139497,139429,190342
22715,united kingdom,50,luxembourg,71,691,926,1177,1457,1538,1979,3314
22716,united kingdom,50,madagascar,122,110,433,765,846,892,1067,1202
22717,united kingdom,50,malawi,123,10474,11110,11934,13347,14091,16865,19035
22719,united kingdom,50,maldives,7,27,107,190,263,277,331,372
22720,united kingdom,50,mali,160,16,65,117,232,244,292,327
22721,united kingdom,50,malta,58,30631,29655,29178,27539,29075,27203,29600
22722,united kingdom,50,mauritania,161,3,15,29,113,119,142,157
22723,united kingdom,50,mauritius,124,22883,24326,26180,31806,33580,40190,45365
22724,united kingdom,50,mexico,100,704,2769,4882,6821,7201,8619,9726
22725,united kingdom,50,monaco,72,60,136,215,287,302,361,406
22727,united kingdom,50,montenegro,59,197,447,705,818,862,1031,1162
22728,united kingdom,50,montserrat,87,1290,5069,8935,7624,8048,9632,10872
22729,united kingdom,50,morocco,144,8857,10312,11941,15760,16639,19914,22476
22730,united kingdom,50,mozambique,125,467,1840,3244,4273,4510,5398,6092
22732,united kingdom,50,namibia,150,172,677,1195,1704,1798,2151,2427
22734,united kingdom,50,nepal,8,828,3257,5741,26091,27546,32969,37212
22735,united kingdom,50,netherlands,73,28913,33722,39100,47969,50645,67096,81375
22738,united kingdom,50,nicaragua,101,31,124,221,279,293,350,393
22740,united kingdom,50,nigeria,162,45984,65168,85449,133246,162051,181046,205773
22741,united kingdom,50,north macedonia,60,347,787,1241,1948,2056,2460,2776
22742,united kingdom,50,norway,48,8506,10835,13348,14181,14971,17918,20224
22743,united kingdom,50,oman,21,281,1108,1954,2401,2534,3032,3421
22744,united kingdom,50,pakistan,9,228321,267177,310526,379494,460473,532502,537047
22745,united kingdom,50,panama,102,68,269,476,556,586,701,789
22747,united kingdom,50,paraguay,111,70,275,486,581,613,732,826
22748,united kingdom,50,peru,112,567,2231,3933,5209,5499,6581,7426
22749,united kingdom,50,philippines,179,21328,29809,38793,78153,115812,130438,141722
22750,united kingdom,50,poland,33,71908,64757,58696,328135,537859,804481,835975
22751,united kingdom,50,portugal,61,19323,27105,35344,59174,129340,129278,141916
22752,united kingdom,50,qatar,22,148,582,1026,1647,1738,2079,2347
22756,united kingdom,50,romania,35,3873,5579,7379,41686,173039,172953,393569
22757,united kingdom,50,russia,36,4247,9605,15125,25383,26798,32073,36203
22758,united kingdom,50,rwanda,126,331,1301,2294,3141,3315,3967,4476
22760,united kingdom,50,saint kitts and nevis,90,910,3575,6302,5610,5922,7087,7998
22761,united kingdom,50,saint lucia,91,1153,4534,7993,8029,8476,10144,11448
22762,united kingdom,50,saint vincent and the grenadines,92,990,3889,6855,6704,7077,8470,9558
22764,united kingdom,50,sao tome and principe,140,11,48,87,480,506,605,681
22765,united kingdom,50,saudi arabia,23,4198,6294,8497,19498,20585,24638,27808
22766,united kingdom,50,senegal,164,100,396,699,1247,1315,1573,1775
22767,united kingdom,50,serbia,63,1586,3588,5651,19717,6918,8280,9343
22768,united kingdom,50,seychelles,127,2896,2828,2808,3002,3168,3791,4278
22769,united kingdom,50,sierra leone,165,6161,11228,16485,18691,19733,23618,26657
22771,united kingdom,50,slovakia,37,1431,3236,5097,31366,33115,76005,72209
22772,united kingdom,50,slovenia,64,334,756,1192,1552,1638,3512,3668
22774,united kingdom,50,somalia,128,6078,23882,42089,67445,111360,133284,150448
22775,united kingdom,50,south africa,115,66921,100971,136720,158876,220812,204440,247336
22776,united kingdom,50,spain,65,37827,44874,52676,64159,67738,121378,150892
22777,united kingdom,50,sri lanka,10,38424,51624,65693,90699,109679,141998,128207
22778,united kingdom,50,sudan,145,1489,5854,10319,13378,14123,16904,19078
22779,united kingdom,50,suriname,113,36,144,255,326,343,409,460
22780,united kingdom,50,sweden,49,10818,16159,21773,25396,26812,21303,35824
22781,united kingdom,50,switzerland,74,12338,13797,15488,16582,17506,20952,23649
22782,united kingdom,50,syrian,25,2761,3366,4028,6178,6521,8144,11457
22783,united kingdom,50,tajikistan,169,13,54,97,241,253,302,338
22786,united kingdom,50,togo,166,76,300,530,998,1053,1259,1420
22788,united kingdom,50,trinidad and tobago,93,17191,18728,20581,20689,21843,26142,29508
22789,united kingdom,50,tunisia,146,2367,2644,2967,4242,4478,5359,6048
22790,united kingdom,50,turkey,26,25947,38795,52296,68149,71951,86116,97205
22791,united kingdom,50,turkmenistan,170,12,51,91,379,399,477,538
22792,united kingdom,50,turks and caicos islands,94,17,70,126,108,113,134,149
22793,united kingdom,50,uganda,130,49648,51083,53378,53515,56501,67625,76333
22794,united kingdom,50,ukraine,38,3233,7311,11512,15510,16374,19596,22119
22795,united kingdom,50,united arab emirates,27,754,2965,5226,7760,8192,9805,11065
22796,united kingdom,50,"tanzania, united republic of",131,29112,30079,31553,31636,33400,39975,45122
22799,united kingdom,50,uruguay,114,134,530,935,1077,1136,1359,1532
22800,united kingdom,50,uzbekistan,171,73,287,506,1465,1546,1850,2087
22803,united kingdom,50,vietnam,1,19674,20943,22566,24657,26032,31158,35168
22804,united kingdom,50,yemen,28,1745,6857,12085,14073,14857,17782,20071
22805,united kingdom,50,zambia,132,16558,18532,20818,23164,24456,29271,33040
22806,united kingdom,50,zimbabwe,133,20857,34085,47888,79684,126091,150915,170350
23140,albania,51,greece,56,40087,43331,46575,39315,32054,31596,29643
23141,albania,51,italy,57,11287,12200,13113,11069,9025,8896,8344
23142,albania,51,turkey,26,2489,2690,2892,2441,1990,1961,1838
23143,albania,51,north macedonia,60,678,732,787,664,542,534,499
23194,andorra,52,argentina,103,86,118,151,494,819,682,734
23196,andorra,52,belgium,67,241,241,241,255,231,215,230
23197,andorra,52,chile,106,68,63,58,148,230,214,229
23198,andorra,52,denmark,39,84,111,138,140,121,112,119
23199,andorra,52,france,68,4135,4216,4298,4875,4796,3890,4194
23200,andorra,52,germany,69,347,351,355,401,392,339,364
23201,andorra,52,italy,57,109,130,151,349,527,458,492
23202,andorra,52,morocco,144,296,383,471,549,556,470,505
23203,andorra,52,netherlands,73,190,209,229,260,257,244,262
23204,andorra,52,philippines,179,146,222,297,392,443,425,457
23205,andorra,52,portugal,61,3957,5364,6771,10722,13686,10697,11534
23206,andorra,52,spain,65,27103,26972,26841,28450,25929,20577,22196
23207,andorra,52,sweden,49,54,52,49,55,53,49,51
23208,andorra,52,switzerland,74,64,69,74,86,87,80,85
23209,andorra,52,united kingdom,50,1043,975,907,1085,1125,1054,1135
23211,andorra,52,uruguay,114,78,78,77,105,122,102,108
23261,bosnia and herzegovina,53,austria,66,310,292,273,188,211,209,194
23262,bosnia and herzegovina,53,croatia,54,21218,27272,33326,17930,12849,12776,11956
23263,bosnia and herzegovina,53,france,68,259,238,217,152,175,174,162
23264,bosnia and herzegovina,53,germany,69,816,812,807,530,558,554,516
23265,bosnia and herzegovina,53,hungary,32,233,237,240,156,161,160,148
23266,bosnia and herzegovina,53,italy,57,165,189,213,128,117,116,106
23267,bosnia and herzegovina,53,montenegro,59,3727,4701,5675,3921,4423,4398,4108
23268,bosnia and herzegovina,53,romania,35,624,524,424,323,409,406,379
23269,bosnia and herzegovina,53,russia,36,271,228,185,141,179,177,164
23270,bosnia and herzegovina,53,serbia,63,16974,21815,26662,14345,10280,10222,9550
23271,bosnia and herzegovina,53,slovakia,37,4681,5736,6791,3961,3409,3389,3165
23272,bosnia and herzegovina,53,slovenia,64,2796,3080,3363,2072,1973,1961,1831
23273,bosnia and herzegovina,53,north macedonia,60,2468,3126,3783,2671,3097,3079,2875
23323,croatia,54,albania,51,0,83,157,165,172,173,160
23324,croatia,54,algeria,141,0,0,0,28,56,56,50
23325,croatia,54,argentina,103,143,166,171,185,199,200,186
23327,croatia,54,austria,66,1265,1440,1461,3288,5115,5148,4843
23328,croatia,54,belarus,29,0,0,0,47,93,94,87
23329,croatia,54,belgium,67,192,205,197,285,373,375,351
23331,croatia,54,bosnia and herzegovina,53,312821,506365,430399,416359,402318,404874,381100
23332,croatia,54,brazil,105,122,119,103,148,192,193,180
23333,croatia,54,bulgaria,30,0,138,262,283,303,305,285
23335,croatia,54,chile,106,122,110,87,106,125,126,117
23336,croatia,54,china,172,0,0,0,222,443,446,417
23337,croatia,54,colombia,107,0,0,0,23,45,45,41
23338,croatia,54,czechia,31,0,428,810,877,943,949,891
23339,croatia,54,denmark,39,44,38,27,64,101,102,95
23340,croatia,54,egypt,142,0,0,0,123,245,247,232
23341,croatia,54,estonia,40,0,3,5,13,20,20,17
23342,croatia,54,finland,42,0,13,24,32,39,39,36
23343,croatia,54,france,68,831,651,401,1075,1749,1760,1655
23344,croatia,54,germany,69,5148,6825,7773,20667,33561,33774,31783
23345,croatia,54,greece,56,0,68,128,137,146,147,136
23346,croatia,54,hungary,32,1666,1393,971,1004,1037,1044,981
23347,croatia,54,india,5,0,0,0,34,67,67,61
23349,croatia,54,iran,6,0,0,0,24,48,48,44
23350,croatia,54,iraq,16,0,0,0,41,81,82,75
23351,croatia,54,ireland,44,0,5,10,32,53,53,48
23352,croatia,54,israel,17,0,0,0,28,55,55,49
23353,croatia,54,italy,57,2065,1941,1609,2365,3120,3140,2953
23354,croatia,54,japan,177,0,0,0,28,56,56,50
23355,croatia,54,jordan,18,0,0,0,34,68,68,62
23356,croatia,54,kazakhstan,167,0,0,0,34,67,67,61
23357,croatia,54,latvia,46,0,11,21,24,27,27,23
23358,croatia,54,lebanon,20,0,0,0,33,65,65,60
23359,croatia,54,libya,143,0,0,0,75,149,150,139
23360,croatia,54,lithuania,47,0,9,17,22,26,26,23
23361,croatia,54,luxembourg,71,0,7,13,22,31,31,27
23362,croatia,54,mexico,100,0,8,15,27,39,39,36
23363,croatia,54,montenegro,59,0,0,0,3071,6142,6181,5815
23364,croatia,54,morocco,144,0,0,0,15,29,29,25
23365,croatia,54,netherlands,73,232,250,241,523,804,809,759
23367,croatia,54,nigeria,162,0,0,0,15,29,29,25
23368,croatia,54,north macedonia,60,12962,11990,9737,9865,9992,10055,9462
23369,croatia,54,norway,48,0,16,30,71,112,113,104
23370,croatia,54,peru,112,53,50,41,63,85,86,79
23371,croatia,54,philippines,179,0,0,0,38,75,75,69
23372,croatia,54,poland,33,655,660,595,664,732,737,691
23373,croatia,54,portugal,61,0,13,25,38,50,50,46
23376,croatia,54,romania,35,0,166,314,405,496,499,468
23377,croatia,54,russia,36,0,0,0,652,1303,1311,1231
23378,croatia,54,serbia,63,0,0,0,25928,51856,51185,48170
23379,croatia,54,slovakia,37,0,279,529,585,640,644,603
23380,croatia,54,slovenia,64,29943,26764,20724,20094,19463,19587,18432
23381,croatia,54,south africa,115,0,0,0,101,202,203,189
23382,croatia,54,spain,65,0,31,59,123,187,188,175
23384,croatia,54,sudan,145,0,0,0,33,66,66,60
23385,croatia,54,sweden,49,279,276,244,434,624,628,588
23386,croatia,54,switzerland,74,465,622,712,1851,2990,3009,2830
23387,croatia,54,syrian,25,0,0,0,90,179,180,167
23388,croatia,54,turkey,26,0,0,0,43,85,86,79
23389,croatia,54,ukraine,38,0,0,0,377,753,758,711
23390,croatia,54,united kingdom,50,182,186,171,419,666,670,628
23393,croatia,54,zambia,132,0,0,0,23,46,46,42
23443,gibraltar,55,morocco,144,2021,1564,1107,1020,933,996,1006
23444,gibraltar,55,spain,65,2392,2235,2077,2010,1942,2072,2095
23445,gibraltar,55,united kingdom,50,3025,3316,3607,4462,5317,5673,5741
23495,greece,56,afghanistan,2,621,472,331,3401,6704,5810,45293
23496,greece,56,albania,51,63963,230218,400253,423598,463157,436566,446614
23497,greece,56,algeria,141,203,258,317,722,1167,1099,407
23499,greece,56,andorra,52,6,5,4,4,4,3,1
23500,greece,56,angola,134,20,19,19,14,9,8,11
23501,greece,56,anguilla,75,6,11,17,14,11,10,8
23502,greece,56,antigua and barbuda,76,12,13,14,22,31,29,29
23503,greece,56,argentina,103,641,628,626,641,679,639,652
23504,greece,56,armenia,11,12148,10438,8899,11750,15130,14257,14571
23505,greece,56,aruba,77,41,66,92,47,1,0,0
23507,greece,56,austria,66,3523,2854,2232,2267,2386,2247,2295
23508,greece,56,azerbaijan,12,171,277,387,453,536,504,515
23509,greece,56,bahamas,78,21,21,21,22,23,21,20
23510,greece,56,bahrain,13,5,15,26,25,24,22,21
23511,greece,56,bangladesh,3,7665,6129,4694,7361,10390,9791,2851
23512,greece,56,barbados,79,6,7,8,10,11,10,8
23513,greece,56,belarus,29,592,573,564,1027,1543,1453,1485
23514,greece,56,belgium,67,5284,4916,4629,4933,5426,5112,5225
23515,greece,56,belize,95,5,3,2,4,5,4,2
23516,greece,56,benin,151,5,7,9,9,8,7,5
23518,greece,56,bhutan,4,6,4,3,3,2,1,0
23520,greece,56,bosnia and herzegovina,53,487,422,363,407,467,439,446
23521,greece,56,botswana,147,3,3,3,6,8,7,5
23522,greece,56,brazil,105,1460,1763,2094,2180,2347,2211,2258
23524,greece,56,bulgaria,30,7509,22834,38534,56513,77194,72744,74359
23525,greece,56,burkina faso,152,5,6,7,44,84,24,35
23526,greece,56,burundi,116,44,90,137,137,141,132,133
23527,greece,56,cabo verde,153,32,33,34,24,14,13,12
23529,greece,56,cameroon,135,188,308,434,453,490,460,1545
23531,greece,56,cayman islands,80,15,12,10,5,0,0,0
23533,greece,56,chad,136,18,21,24,22,19,17,16
23535,greece,56,chile,106,783,582,391,383,389,366,372
23536,greece,56,china,172,329,441,560,2015,3596,3388,3462
23537,greece,56,hong kong,173,30,40,51,26,0,0,0
23538,greece,56,colombia,107,442,410,385,397,423,397,404
23539,greece,56,comoros,117,0,0,0,38,78,73,74
23540,greece,56,congo,137,35,435,843,1144,1497,1410,1441
23542,greece,56,costa rica,96,26,26,27,33,40,37,37
23544,greece,56,croatia,54,466,407,355,397,454,427,435
23545,greece,56,cuba,81,194,199,208,284,373,351,357
23546,greece,56,cyprus,14,45588,33684,22334,22208,22882,21562,22039
23547,greece,56,czechia,31,2296,2970,3692,4110,4691,4420,4516
23548,greece,56,north korea,176,541,274,11,23,36,33,33
23549,greece,56,congo,137,657,928,1215,715,222,208,4772
23550,greece,56,denmark,39,1836,1314,813,867,955,899,917
23551,greece,56,djibouti,118,3,13,24,32,41,38,38
23552,greece,56,dominica,82,410,401,398,209,19,17,16
23553,greece,56,dominican republic,83,218,192,169,374,599,564,575
23554,greece,56,ecuador,108,51,48,46,66,89,83,85
23555,greece,56,egypt,142,12485,22258,32396,30642,29935,28209,28834
23556,greece,56,el salvador,97,18,26,34,43,53,49,49
23557,greece,56,equatorial guinea,138,2,1,0,1,1,0,7
23558,greece,56,eritrea,119,137,117,99,193,296,395,1333
23559,greece,56,estonia,40,146,102,60,96,137,128,130
23560,greece,56,eswatini,148,6,9,13,18,22,20,19
23561,greece,56,ethiopia,120,3422,2929,2484,2479,2563,2414,2466
23562,greece,56,faroe islands,41,3,2,2,2,1,0,0
23564,greece,56,finland,42,1528,1175,841,815,816,768,784
23565,greece,56,france,68,10626,8518,6549,6696,7090,6680,6826
23566,greece,56,french guiana,109,2,3,4,2,0,0,0
23568,greece,56,gabon,139,18,31,45,27,8,7,5
23569,greece,56,gambia,155,59,51,44,48,53,27,49
23570,greece,56,georgia,15,36031,53103,71047,78132,88308,83218,85065
23571,greece,56,germany,69,26527,63007,100521,108685,121089,114110,116644
23572,greece,56,ghana,156,633,514,403,507,632,595,608
23573,greece,56,gibraltar,55,12,12,12,9,5,4,2
23575,greece,56,grenada,84,2,4,6,4,2,1,0
23578,greece,56,guatemala,98,41,37,33,32,32,30,30
23579,greece,56,guinea,157,11,17,24,105,193,54,176
23580,greece,56,guinea-bissau,158,3,5,7,4,0,2,0
23581,greece,56,guyana,110,14,13,12,12,11,10,8
23582,greece,56,haiti,85,143,87,32,36,40,37,37
