,destination,destination_id,origin,origin_id,1990,1995,2000,2005,2010,2015,2020
10351,south africa,115,sierra leone,165,259,168,126,180,256,330,409
10353,south africa,115,slovakia,37,146,121,131,170,244,314,382
10354,south africa,115,somalia,128,1692,1568,3332,4777,15268,39075,29954
10355,south africa,115,spain,65,216,240,327,413,579,756,985
10356,south africa,115,sri lanka,10,399,277,225,283,397,510,664
10357,south africa,115,sudan,145,1225,834,703,901,1268,1629,2103
10358,south africa,115,eswatini,148,25065,19006,17967,23131,35985,20503,22074
10359,south africa,115,sweden,49,66,55,60,74,104,133,170
10360,south africa,115,switzerland,74,1914,1030,398,497,690,885,1189
10361,south africa,115,syrian,25,41,29,25,31,44,56,74
10363,south africa,115,north macedonia,60,46,38,39,51,74,96,115
10364,south africa,115,trinidad and tobago,93,15,9,5,7,10,13,17
10365,south africa,115,tunisia,146,45,32,26,34,48,62,84
10366,south africa,115,turkey,26,484,350,315,403,574,739,918
10367,south africa,115,uganda,130,2345,1578,1223,1584,2244,2884,3662
10368,south africa,115,ukraine,38,832,706,758,949,1312,1684,2272
10369,south africa,115,united arab emirates,27,67,48,40,49,69,88,115
10370,south africa,115,united kingdom,50,47415,48929,62258,79637,55823,29509,32219
10371,south africa,115,"tanzania, united republic of",131,14,1150,2627,3431,4891,6294,7818
10373,south africa,115,uruguay,114,73,48,36,46,66,85,103
10375,south africa,115,vietnam,1,42,32,30,37,51,65,89
10376,south africa,115,yemen,28,14,14,19,23,32,41,54
10377,south africa,115,zambia,132,3219,6563,11629,14627,12001,9376,10974
10378,south africa,115,zimbabwe,133,35063,47853,73705,96102,167169,369664,379965
10711,benin,151,chad,136,77,107,137,302,472,607,655
10712,benin,151,congo,137,209,291,373,923,1484,1955,2109
10713,benin,151,france,68,190,265,340,458,574,659,711
10714,benin,151,ghana,156,1097,1528,1960,3507,5065,6410,6917
10716,benin,151,mali,160,138,193,248,849,1466,1974,2128
10718,benin,151,nigeria,162,9404,13062,16721,26414,33929,40604,43793
10719,benin,151,togo,166,5790,8170,10551,26691,29280,38103,41158
10720,benin,151,burkina faso,152,2066,2870,3675,4849,6002,6775,7305
10770,burkina faso,152,benin,151,1026,1278,1561,1808,2032,2124,2207
10771,burkina faso,152,ghana,156,8534,10648,10358,9752,10915,11414,11854
10773,burkina faso,152,mali,160,16146,34165,18029,15451,17327,18118,14777
10775,burkina faso,152,nigeria,162,1177,1466,1778,2045,2296,2401,2495
10776,burkina faso,152,senegal,164,1077,1341,1622,1867,2099,2195,2280
10777,burkina faso,152,togo,166,1803,2252,3541,4720,5285,5526,5739
10827,cabo verde,153,angola,134,790,969,1148,659,169,175,185
10828,cabo verde,153,argentina,103,1,2,3,2,1,1,1
10829,cabo verde,153,belgium,67,7,10,13,9,6,6,6
10830,cabo verde,153,brazil,105,38,53,67,99,130,135,143
10831,cabo verde,153,china,172,14,20,26,18,10,10,11
10832,cabo verde,153,cuba,81,33,46,59,49,39,40,43
10833,cabo verde,153,france,68,50,69,88,89,91,94,99
10834,cabo verde,153,gabon,139,6,8,10,8,5,5,5
10835,cabo verde,153,gambia,155,3,4,5,4,2,2,2
10836,cabo verde,153,germany,69,13,18,23,29,35,36,38
10837,cabo verde,153,ghana,156,26,36,47,33,19,20,21
10838,cabo verde,153,guinea,157,30,41,51,121,190,196,208
10839,cabo verde,153,italy,57,112,144,177,195,212,219,232
10841,cabo verde,153,japan,177,0,0,1,1,1,1,0
10842,cabo verde,153,luxembourg,71,1,2,3,2,1,1,1
10843,cabo verde,153,mali,160,4,6,7,6,4,4,4
10844,cabo verde,153,mexico,100,2,3,4,4,3,3,2
10845,cabo verde,153,mozambique,125,22,29,35,23,11,11,12
10846,cabo verde,153,netherlands,73,33,39,46,32,19,19,20
10847,cabo verde,153,nigeria,162,41,57,74,189,303,314,333
10848,cabo verde,153,peru,112,2,2,3,3,3,3,2
10849,cabo verde,153,portugal,61,566,526,486,510,534,553,586
10850,cabo verde,153,guinea-bissau,158,310,493,676,1680,2684,2780,2944
10852,cabo verde,153,russia,36,26,37,47,178,309,320,339
10853,cabo verde,153,sao tome and principe,140,1151,1491,1832,1279,726,750,794
10854,cabo verde,153,senegal,164,77,216,356,553,750,777,822
10855,cabo verde,153,sierra leone,165,8,11,14,10,6,7,7
10856,cabo verde,153,spain,65,14,20,26,45,65,67,72
10857,cabo verde,153,switzerland,74,9,13,16,11,6,6,6
10858,cabo verde,153,ukraine,38,14,19,24,18,11,12,13
10859,cabo verde,153,united kingdom,50,7,12,16,21,25,26,27
10976,gambia,155,guinea,157,15134,18191,22393,21640,22573,23347,26164
10977,gambia,155,liberia,159,86,156,93,502,451,511,572
10978,gambia,155,mali,160,3753,4534,5601,5418,5653,5849,6553
10979,gambia,155,mauritania,161,1729,2120,2646,2566,2680,2774,3107
10980,gambia,155,guinea-bissau,158,3952,4696,5735,5529,5764,5958,6680
10981,gambia,155,senegal,164,38674,46025,56263,54256,56560,58468,65541
10982,gambia,155,sierra leone,165,812,3717,1191,3177,1197,1238,1387
11032,ghana,156,algeria,141,5,5,6,8,8,10,11
11034,ghana,156,brazil,105,3,4,4,6,6,7,8
11035,ghana,156,cameroon,135,38,40,43,63,63,77,89
11037,ghana,156,sri lanka,10,8,9,9,13,9,11,12
11038,ghana,156,chad,136,6,6,7,10,10,12,13
11039,ghana,156,china,172,99,101,111,158,158,194,224
11040,ghana,156,congo,137,7,8,8,12,13,16,19
11041,ghana,156,benin,151,4483,4895,5062,7534,7715,9492,10923
11042,ghana,156,ethiopia,120,7,8,8,12,13,16,19
11043,ghana,156,france,68,62,66,69,102,104,127,146
11044,ghana,156,gambia,155,12,13,13,19,713,877,1010
11045,ghana,156,guinea,157,44,47,49,71,72,89,102
11046,ghana,156,india,5,258,275,290,426,433,533,613
11047,ghana,156,israel,17,12,13,14,21,22,27,31
11048,ghana,156,italy,57,70,75,79,116,118,145,167
11050,ghana,156,japan,177,18,19,20,29,30,37,43
11051,ghana,156,kenya,121,6,6,7,10,10,12,13
11052,ghana,156,lebanon,20,297,318,334,491,499,614,707
11053,ghana,156,liberia,159,5296,7838,7054,27205,13176,16211,18659
11054,ghana,156,mali,160,2527,2620,2832,4082,2947,3626,4170
11055,ghana,156,mauritania,161,6,6,7,10,7,9,10
11056,ghana,156,netherlands,73,73,79,82,120,85,105,120
11058,ghana,156,nigeria,162,7872,8515,8877,16450,32812,40371,46452
11059,ghana,156,pakistan,9,25,27,28,41,29,35,41
11061,ghana,156,poland,33,16,18,18,27,18,22,25
11062,ghana,156,russia,36,20,23,22,33,24,29,34
11063,ghana,156,rwanda,126,94,110,108,168,110,135,155
11064,ghana,156,senegal,164,33,35,37,54,38,47,55
11065,ghana,156,sierra leone,165,62,666,1243,1845,965,1188,1369
11066,ghana,156,sudan,145,14,15,16,23,16,19,22
11067,ghana,156,switzerland,74,58,62,65,96,68,83,96
11068,ghana,156,syrian,25,20,22,22,33,23,28,33
11069,ghana,156,togo,166,27448,64743,32371,38722,39133,48147,55414
11070,ghana,156,egypt,142,11,12,12,17,18,22,25
11071,ghana,156,united kingdom,50,469,516,530,792,550,677,780
11072,ghana,156,"tanzania, united republic of",131,3,3,4,6,3,4,5
11074,ghana,156,burkina faso,152,22731,24463,25613,29103,25812,31286,36011
11124,guinea,157,afghanistan,2,0,0,0,0,0,3,1
11125,guinea,157,albania,51,0,0,0,0,0,7,7
11126,guinea,157,algeria,141,0,0,0,0,0,4305,4147
11127,guinea,157,andorra,52,0,0,0,0,0,4,4
11128,guinea,157,angola,134,0,0,0,0,0,74,71
11129,guinea,157,antigua and barbuda,76,0,0,0,0,0,2545,2453
11130,guinea,157,azerbaijan,12,0,0,0,0,0,5,3
11131,guinea,157,argentina,103,0,0,0,0,0,65,62
11133,guinea,157,austria,66,0,0,0,0,0,1,0
11134,guinea,157,bahamas,78,0,0,0,0,0,6,6
11135,guinea,157,bahrain,13,0,0,0,0,0,2,1
11136,guinea,157,bangladesh,3,0,0,0,0,0,1,0
11137,guinea,157,armenia,11,0,0,0,0,0,9,7
11138,guinea,157,barbados,79,0,0,0,0,0,10,9
11139,guinea,157,belgium,67,122,151,106,76,53,26,25
11140,guinea,157,bhutan,4,0,0,0,0,0,2,1
11142,guinea,157,bosnia and herzegovina,53,0,0,0,0,0,2,0
11143,guinea,157,botswana,147,0,0,0,0,0,30,28
11144,guinea,157,brazil,105,153,188,132,101,70,10,10
11145,guinea,157,belize,95,0,0,0,0,0,2,0
11147,guinea,157,bulgaria,30,0,0,0,0,0,2,1
11149,guinea,157,burundi,116,0,0,0,0,0,26,25
11151,guinea,157,cameroon,135,0,0,0,0,0,142,136
11153,guinea,157,cabo verde,153,51,64,45,34,23,21,20
11155,guinea,157,sri lanka,10,0,0,0,0,0,2,0
11156,guinea,157,chad,136,0,0,0,0,0,275,265
11157,guinea,157,chile,106,0,0,0,0,0,8,8
11158,guinea,157,china,172,102,122,131,94,65,134,129
11159,guinea,157,colombia,107,0,0,0,0,0,1517,1463
11160,guinea,157,comoros,117,0,0,0,0,0,475,459
11161,guinea,157,congo,137,0,0,0,0,0,79,76
11162,guinea,157,congo,137,0,0,0,0,0,49,48
11163,guinea,157,costa rica,96,0,0,0,0,0,73,71
11164,guinea,157,croatia,54,0,0,0,0,0,12,12
11165,guinea,157,cuba,81,29,38,40,224,1118,1064,1024
11166,guinea,157,benin,151,1272,1602,1122,911,637,280,270
11167,guinea,157,denmark,39,0,0,0,0,0,38,38
11168,guinea,157,dominica,82,0,0,0,0,0,4,4
11169,guinea,157,dominican republic,83,0,0,0,0,0,1,0
11170,guinea,157,ecuador,108,0,0,0,0,0,2,0
11171,guinea,157,el salvador,97,0,0,0,0,0,2,2
11172,guinea,157,equatorial guinea,138,0,0,0,0,0,6238,6012
11173,guinea,157,ethiopia,120,0,0,0,0,0,7,7
11174,guinea,157,eritrea,119,0,0,0,0,0,15,14
11176,guinea,157,finland,42,0,0,0,0,0,4,4
11177,guinea,157,france,68,959,1192,835,649,453,173,167
11178,guinea,157,djibouti,118,0,0,0,0,0,14,14
11179,guinea,157,gabon,139,0,0,0,0,0,47,46
11180,guinea,157,gambia,155,490,606,424,277,193,170,163
11181,guinea,157,germany,69,421,0,0,0,0,18,17
11182,guinea,157,ghana,156,0,0,0,0,0,479,460
11184,guinea,157,haiti,85,0,0,0,0,0,13,12
11185,guinea,157,honduras,99,0,0,0,0,0,166,161
11186,guinea,157,india,5,0,0,0,0,0,46,44
11187,guinea,157,israel,17,0,0,0,0,0,7,7
11188,guinea,157,italy,57,85,0,0,0,0,47,46
11190,guinea,157,japan,177,12,16,17,25,29,33,31
11191,guinea,157,jordan,18,0,0,0,0,0,2,0
11192,guinea,157,kenya,121,0,0,0,0,0,1166,1124
11193,guinea,157,north korea,176,0,0,0,0,0,718,693
11195,guinea,157,lebanon,20,0,0,0,0,0,126,121
11196,guinea,157,lesotho,149,0,0,0,0,0,22,21
11197,guinea,157,latvia,46,0,0,0,0,0,12,11
11198,guinea,157,liberia,159,167772,220292,66999,45973,13216,1537,1481
11199,guinea,157,libya,143,0,0,0,0,0,29,28
11200,guinea,157,liechtenstein,70,0,0,0,0,0,1,1
11201,guinea,157,madagascar,122,0,0,0,0,0,5,5
11202,guinea,157,malawi,123,0,0,0,0,0,12,12
11204,guinea,157,mali,160,8350,10529,11243,17113,24777,26278,25351
11205,guinea,157,mauritania,161,251,306,328,536,799,776,747
11206,guinea,157,mauritius,124,0,0,0,0,0,11,11
11208,guinea,157,morocco,144,0,0,0,0,0,205,197
11209,guinea,157,mozambique,125,0,0,0,0,0,13,13
11210,guinea,157,namibia,150,0,0,0,0,0,2,1
11212,guinea,157,nepal,8,0,0,0,0,0,19,18
11213,guinea,157,netherlands,73,0,0,0,0,0,26,25
11215,guinea,157,nicaragua,101,0,0,0,0,0,3,3
11217,guinea,157,nigeria,162,670,803,562,423,296,314,302
11218,guinea,157,norway,48,0,0,0,0,0,2,0
11222,guinea,157,pakistan,9,0,0,0,0,0,15,15
11225,guinea,157,poland,33,0,0,0,0,0,0,0
11226,guinea,157,portugal,61,116,149,158,206,144,14,12
11227,guinea,157,guinea-bissau,158,1483,1875,2002,2395,2873,2592,2499
11228,guinea,157,romania,35,0,0,0,0,0,4,3
11229,guinea,157,russia,36,298,367,393,238,119,31,30
11230,guinea,157,rwanda,126,0,0,0,0,0,23,22
11231,guinea,157,saint vincent and the grenadines,92,0,0,0,0,0,19,18
11232,guinea,157,sao tome and principe,140,0,0,0,0,0,20,19
11233,guinea,157,saudi arabia,23,349,444,296,163,78,20,19
11234,guinea,157,senegal,164,4464,5436,5836,3330,2164,1296,1248
11235,guinea,157,serbia,63,0,0,0,0,0,1,0
11236,guinea,157,seychelles,127,0,0,0,0,0,2,1
11237,guinea,157,sierra leone,165,7429,133832,177427,12202,6101,5068,4886
11238,guinea,157,vietnam,1,0,0,0,0,0,4,3
11239,guinea,157,slovenia,64,0,0,0,0,0,17,16
11240,guinea,157,somalia,128,0,0,0,0,0,4,4
11241,guinea,157,south africa,115,0,0,0,0,0,762,735
11242,guinea,157,zimbabwe,133,0,0,0,0,0,3,2
11243,guinea,157,spain,65,27,36,38,302,603,700,675
11244,guinea,157,south sudan,129,0,0,0,0,0,2,1
11245,guinea,157,sudan,145,0,0,0,0,0,5,5
11246,guinea,157,eswatini,148,0,0,0,0,0,4,3
11247,guinea,157,sweden,49,0,0,0,0,0,3,1
11248,guinea,157,switzerland,74,0,0,0,0,0,11,11
11249,guinea,157,syrian,25,23,27,29,19,14,7,6
11250,guinea,157,tajikistan,169,0,0,0,0,0,1,0
11252,guinea,157,togo,166,954,1164,1250,984,679,387,372
11254,guinea,157,tunisia,146,0,0,0,0,0,297,286
11255,guinea,157,turkey,26,0,0,0,0,0,24,23
11257,guinea,157,uganda,130,0,0,0,0,0,1,0
11258,guinea,157,ukraine,38,39,50,54,34,17,6,6
11259,guinea,157,egypt,142,0,0,0,0,0,21,20
11260,guinea,157,united kingdom,50,0,0,0,0,0,5,5
11261,guinea,157,"tanzania, united republic of",131,0,0,0,0,0,2,0
11263,guinea,157,burkina faso,152,301,370,397,418,448,518,499
11264,guinea,157,uruguay,114,0,0,0,0,0,1,0
11265,guinea,157,uzbekistan,171,0,0,0,0,0,1,0
11317,guinea-bissau,158,cabo verde,153,130,183,235,221,206,215,163
11318,guinea-bissau,158,france,68,49,63,78,76,73,77,56
11319,guinea-bissau,158,gambia,155,461,619,778,744,710,746,558
11320,guinea-bissau,158,guinea,157,1692,2238,2785,2580,2375,2496,1867
11321,guinea-bissau,158,liberia,159,2367,1469,572,554,536,565,409
11322,guinea-bissau,158,mauritania,161,173,227,281,274,267,281,210
11323,guinea-bissau,158,portugal,61,287,375,462,421,379,398,298
11324,guinea-bissau,158,senegal,164,2072,7743,3591,4319,4914,5158,4328
11325,guinea-bissau,158,sierra leone,165,59,265,471,431,391,411,303
11377,liberia,159,benin,151,38,36,35,24,19,22,18
11378,liberia,159,france,68,157,150,143,83,27,30,24
11379,liberia,159,gambia,155,383,378,355,349,396,452,354
11380,liberia,159,germany,69,478,457,437,258,81,92,72
11381,liberia,159,ghana,156,5285,5219,5161,4714,4109,4687,4132
11382,liberia,159,guinea,157,19453,19217,18020,15913,19647,17918,14953
11383,liberia,159,india,5,493,476,459,443,603,691,537
11384,liberia,159,italy,57,150,146,143,77,27,31,25
11386,liberia,159,lebanon,20,2719,2454,2194,1297,623,712,554
11387,liberia,159,mali,160,1316,1271,1230,920,913,1045,656
11388,liberia,159,netherlands,73,159,152,145,85,28,31,25
11390,liberia,159,nigeria,162,1483,1428,1377,2184,3829,4384,3403
11391,liberia,159,guinea-bissau,158,1143,1092,1043,622,192,218,149
11392,liberia,159,senegal,164,158,156,155,168,236,270,211
11393,liberia,159,sierra leone,165,4538,63943,37641,12158,6843,7848,9212
11394,liberia,159,spain,65,157,151,145,82,27,31,24
11395,liberia,159,sweden,49,588,563,539,315,101,115,92
11396,liberia,159,switzerland,74,83,79,76,43,15,17,13
11397,liberia,159,togo,166,147,141,136,167,238,271,210
11398,liberia,159,united kingdom,50,608,582,557,324,105,119,94
11400,liberia,159,burkina faso,152,237,228,220,168,163,186,145
11450,mali,160,afghanistan,2,0,0,0,0,299,368,432
11451,mali,160,albania,51,0,0,0,0,461,566,666
11452,mali,160,algeria,141,245,272,263,1043,246,302,355
11454,mali,160,andorra,52,0,0,0,0,439,540,635
11455,mali,160,angola,134,39,41,38,153,590,726,852
11457,mali,160,cameroon,135,336,351,323,1293,738,907,1065
11459,mali,160,chad,136,0,0,0,0,236,290,341
11460,mali,160,chile,106,0,0,0,0,675,830,976
11461,mali,160,china,172,242,145,46,186,1553,1909,2243
11462,mali,160,congo,137,2098,2194,2021,8046,4441,5462,6416
11463,mali,160,congo,137,0,0,0,0,889,1092,1283
11464,mali,160,croatia,54,0,0,0,0,503,620,727
11465,mali,160,benin,151,315,330,304,1216,748,921,1082
11466,mali,160,equatorial guinea,138,0,0,0,0,322,396,466
11467,mali,160,france,68,1443,1409,1217,4841,2312,2844,3342
11469,mali,160,gabon,139,2384,2495,2297,9156,4849,5960,7003
11470,mali,160,gambia,155,323,337,310,1236,492,605,713
11471,mali,160,ghana,156,941,1216,1305,5212,2270,2790,3277
11472,mali,160,grenada,84,0,0,0,0,129,159,187
11474,mali,160,guinea,157,9484,8858,7307,8120,14995,18437,21662
11475,mali,160,israel,17,0,0,0,0,578,711,835
11477,mali,160,japan,177,0,0,0,0,257,315,370
11478,mali,160,kazakhstan,167,0,0,0,0,856,1052,1235
11479,mali,160,north korea,176,0,0,0,0,642,789,928
11480,mali,160,liberia,159,296,309,285,1133,396,487,574
11481,mali,160,libya,143,0,0,0,0,547,673,791
11482,mali,160,mauritania,161,6730,10508,7103,3226,5802,7413,13246
11483,mali,160,morocco,144,0,0,0,0,257,315,370
11485,mali,160,nigeria,162,863,903,831,3316,1521,1870,2195
11486,mali,160,guinea-bissau,158,0,0,0,0,96,118,138
11487,mali,160,russia,36,182,114,44,177,150,183,216
11488,mali,160,rwanda,126,0,0,0,0,224,275,324
11489,mali,160,saudi arabia,23,0,0,0,0,515,632,743
11490,mali,160,senegal,164,6487,6366,5528,4398,8381,10304,12105
11491,mali,160,sierra leone,165,629,658,607,2415,792,973,1143
11493,mali,160,south africa,115,0,0,0,0,299,368,431
11494,mali,160,sudan,145,0,0,0,0,289,356,418
11496,mali,160,togo,166,526,551,506,2031,1745,2145,2520
11497,mali,160,united arab emirates,27,0,0,0,0,1285,1580,1857
11498,mali,160,turks and caicos islands,94,0,0,0,0,236,290,340
11499,mali,160,egypt,142,0,0,0,0,278,342,403
11500,mali,160,"tanzania, united republic of",131,0,0,0,0,277,341,401
11503,mali,160,burkina faso,152,11605,10232,10242,11268,23311,28664,33673
11504,mali,160,uruguay,114,0,0,0,0,192,236,278
11505,mali,160,zambia,132,0,0,0,0,193,238,280
11555,mauritania,161,algeria,141,808,927,1024,1057,768,1085,1191
11556,mauritania,161,argentina,103,29,34,39,40,29,42,46
11557,mauritania,161,belgium,67,25,29,33,34,25,36,39
11558,mauritania,161,brazil,105,74,86,96,99,72,102,112
11559,mauritania,161,cameroon,135,189,217,241,249,182,256,280
11561,mauritania,161,chad,136,24,28,31,32,24,34,37
11562,mauritania,161,china,172,19,32,46,51,41,55,62
11563,mauritania,161,congo,137,13,16,27,38,59,55,60
11564,mauritania,161,benin,151,231,273,309,320,235,331,364
11565,mauritania,161,gabon,139,35,42,47,49,36,51,55
11567,mauritania,161,ghana,156,52,69,85,90,69,94,102
11568,mauritania,161,guinea,157,851,1098,1332,1414,1073,1477,1622
11569,mauritania,161,iraq,16,33,40,46,48,56,67,75
11570,mauritania,161,italy,57,22,26,29,30,22,32,36
11573,mauritania,161,kuwait,19,9,11,14,15,12,17,19
11574,mauritania,161,lebanon,20,41,51,59,62,47,65,71
11575,mauritania,161,libya,143,55,66,75,78,58,81,89
11576,mauritania,161,mali,160,2664,23200,3787,3967,2953,59758,65555
11577,mauritania,161,morocco,144,142,168,191,198,146,204,223
11579,mauritania,161,guinea-bissau,158,301,398,490,522,398,548,604
11580,mauritania,161,russia,36,39,43,46,47,34,49,53
11581,mauritania,161,saudi arabia,23,133,156,175,181,133,187,204
11582,mauritania,161,senegal,164,50523,18499,21035,21888,16114,10435,11445
11583,mauritania,161,spain,65,38,45,50,52,38,54,58
11585,mauritania,161,syrian,25,48,59,69,73,54,189,356
11586,mauritania,161,togo,166,27,37,46,64,58,69,76
11587,mauritania,161,united arab emirates,27,24,30,35,36,27,38,41
11588,mauritania,161,tunisia,146,92,112,128,134,99,140,154
11589,mauritania,161,egypt,142,89,106,121,125,92,130,143
11702,nigeria,162,cameroon,135,5746,5789,6061,12663,12933,14755,28631
11703,nigeria,162,chad,136,6234,6280,6575,13738,14030,16007,17050
11704,nigeria,162,benin,151,54193,65530,79318,165736,169269,193115,205701
11705,nigeria,162,ghana,156,42256,45306,50112,104708,106940,122006,129958
11706,nigeria,162,liberia,159,4389,4422,4630,9672,9879,11270,12005
11707,nigeria,162,mali,160,8179,21880,36273,75793,77408,88314,94070
11709,nigeria,162,sierra leone,165,872,878,919,1919,1960,2235,2380
11710,nigeria,162,togo,166,26304,29233,33284,69546,71028,81034,86314
11811,senegal,164,algeria,141,1238,1280,1058,1221,1477,1574,1618
11812,senegal,164,brazil,105,258,268,229,257,301,322,332
11813,senegal,164,cameroon,135,317,328,275,316,379,403,417
11815,senegal,164,congo,137,0,13,46,114,123,152,187
11816,senegal,164,benin,151,1519,1579,1361,1519,1772,1890,1949
11817,senegal,164,france,68,5507,5721,5303,5694,6447,6881,7085
11818,senegal,164,gambia,155,1858,1928,1635,1849,2189,2442,2546
11819,senegal,164,germany,69,359,374,322,361,423,451,466
11820,senegal,164,ghana,156,1144,1194,1064,1157,1310,1397,1440
11821,senegal,164,guinea,157,26752,27867,24685,27027,30918,32997,34046
11823,senegal,164,lebanon,20,587,612,539,592,678,723,745
11824,senegal,164,liberia,159,0,97,192,297,306,226,231
11825,senegal,164,mali,160,14493,15068,14438,15727,17952,19185,19774
11826,senegal,164,mauritania,161,46775,51453,32872,28924,26729,24309,24819
11827,senegal,164,morocco,144,1636,1699,1477,1644,1916,2044,2107
11829,senegal,164,nigeria,162,515,538,478,520,591,619,635
11830,senegal,164,guinea-bissau,158,10012,10390,11710,11703,12453,13281,13673
11831,senegal,164,rwanda,126,0,132,155,146,154,146,145
11832,senegal,164,saudi arabia,23,556,577,564,590,653,697,719
11833,senegal,164,sierra leone,165,5690,5907,6047,6167,6678,7130,7344
11834,senegal,164,togo,166,914,953,844,924,1055,1127,1167
11835,senegal,164,turkey,26,0,0,0,0,0,0,46
11887,sierra leone,165,cabo verde,153,3,2,1,0,2,27,68
11888,sierra leone,165,chad,136,0,2,1,1,1,0,0
11889,sierra leone,165,china,172,273,266,259,216,188,120,42
11890,sierra leone,165,congo,137,0,0,0,5,0,0,0
11891,sierra leone,165,benin,151,102,97,88,2,10,40,70
11892,sierra leone,165,equatorial guinea,138,0,0,1,2,2,0,0
11893,sierra leone,165,eritrea,119,0,0,0,0,0,1,0
11894,sierra leone,165,gambia,155,2856,2718,2584,1495,830,432,316
11895,sierra leone,165,germany,69,74,70,66,34,28,23,20
11896,sierra leone,165,ghana,156,884,847,814,827,712,609,559
11897,sierra leone,165,guinea,157,43901,41993,39660,31348,26388,22078,20374
11898,sierra leone,165,india,5,244,234,224,304,429,523,470
11899,sierra leone,165,iraq,16,0,0,0,0,1,0,0
11901,sierra leone,165,japan,177,3,2,1,2,1,1,0
11902,sierra leone,165,kenya,121,0,0,0,0,0,17,17
11903,sierra leone,165,north korea,176,6,5,4,2,2,2,2
11905,sierra leone,165,lebanon,20,1051,1064,1038,460,418,378,360
11906,sierra leone,165,liberia,159,68943,4282,5291,38163,11159,5765,5009
11907,sierra leone,165,mali,160,1082,1030,980,525,332,199,148
11908,sierra leone,165,mauritania,161,108,104,100,77,69,60,56
11910,sierra leone,165,nigeria,162,1357,1302,1249,1433,1427,1237,1295
11911,sierra leone,165,pakistan,9,0,0,0,85,71,58,53
11912,sierra leone,165,guinea-bissau,158,16,15,14,3,27,231,389
11913,sierra leone,165,russia,36,25,23,21,27,34,41,45
11914,sierra leone,165,rwanda,126,0,0,0,2,1,0,0
11915,sierra leone,165,senegal,164,489,470,452,453,317,216,175
11916,sierra leone,165,vietnam,1,0,1,1,1,1,0,0
11917,sierra leone,165,south africa,115,51,45,39,78,64,52,47
11918,sierra leone,165,sudan,145,0,2,1,3,6,8,5
11919,sierra leone,165,togo,166,29,27,25,24,20,17,13
11920,sierra leone,165,united kingdom,50,345,329,314,182,137,103,89
11922,sierra leone,165,burkina faso,152,22,21,20,8,7,7,5
11923,sierra leone,165,zambia,132,0,0,0,0,0,12,12
11973,togo,166,belgium,67,16,19,22,26,38,44,44
11974,togo,166,cameroon,135,207,233,262,295,396,446,452
11976,togo,166,cabo verde,153,11,12,13,14,20,22,22
11978,togo,166,chad,136,225,254,286,322,428,483,488
11979,togo,166,china,172,199,224,253,285,374,422,427
11980,togo,166,congo,137,73,82,92,104,140,157,158
11981,togo,166,congo,137,129,146,164,236,291,320,325
11982,togo,166,benin,151,13235,14385,19837,26802,32772,34247,34849
11983,togo,166,equatorial guinea,138,30,34,39,44,59,67,68
11984,togo,166,france,68,961,806,670,567,522,438,445
11985,togo,166,gabon,139,229,258,291,327,443,499,506
11986,togo,166,gambia,155,276,311,350,394,535,603,611
11987,togo,166,germany,69,32,37,43,50,81,94,95
11988,togo,166,ghana,156,5372,7810,11717,15316,18375,19245,19608
11989,togo,166,guinea,157,814,917,1033,1164,1623,1828,1855
11991,togo,166,liberia,159,39,44,50,56,76,85,86
11992,togo,166,mali,160,872,1155,1530,1788,4202,4567,4634
11993,togo,166,mauritania,161,28,31,35,39,58,65,65
11995,togo,166,nigeria,162,5433,6660,8564,14196,16721,18046,18311
11996,togo,166,guinea-bissau,158,26,29,32,36,51,57,58
11997,togo,166,rwanda,126,433,434,653,638,367,321,325
11998,togo,166,sao tome and principe,140,9,10,11,13,19,21,21
11999,togo,166,senegal,164,259,292,329,371,504,568,576
12000,togo,166,sierra leone,165,22,25,29,33,43,49,50
12002,togo,166,burkina faso,152,3374,3801,5232,6134,6572,7443,7556
12618,kazakhstan,167,azerbaijan,12,19393,19146,18899,22048,25197,27154,28578
12619,kazakhstan,167,armenia,11,4462,4123,3784,4403,5021,5403,5686
12620,kazakhstan,167,belarus,29,34517,29155,23792,27940,32087,34701,36522
12621,kazakhstan,167,china,172,367,611,855,997,1139,1227,1291
12622,kazakhstan,167,estonia,40,153,256,359,423,487,528,556
12623,kazakhstan,167,georgia,15,2333,1888,1443,1674,1906,2048,2155
12624,kazakhstan,167,north korea,176,9331,15581,21830,25595,29359,31724,33389
12626,kazakhstan,167,kyrgyzstan,168,2843,2520,2197,2588,2978,3226,3395
12627,kazakhstan,167,latvia,46,174,290,405,475,544,588,619
12628,kazakhstan,167,lithuania,47,2450,2057,1664,1944,2224,2398,2524
12630,kazakhstan,167,russia,36,1122461,1020754,919047,988127,1057208,1144573,1204657
12631,kazakhstan,167,tajikistan,169,2584,4305,6027,7040,8052,8683,9139
12632,kazakhstan,167,turkey,26,9567,13414,17261,20197,23134,24971,26282
12633,kazakhstan,167,turkmenistan,170,195,323,450,523,596,641,675
12634,kazakhstan,167,ukraine,38,163654,138997,114341,134400,154460,167131,175903
12635,kazakhstan,167,uzbekistan,171,65619,74744,83869,111094,138322,149326,157167
12685,kyrgyzstan,168,azerbaijan,12,6372,5495,4453,3603,2689,2355,2293
12686,kyrgyzstan,168,armenia,11,3192,2798,2319,1870,1387,1215,1182
12687,kyrgyzstan,168,belarus,29,12466,9986,7211,5773,4218,3679,3583
