Index,name,type,year,total_population_as_1_january_thousands,total_population_as_1_july_thousands,male_population_as_1_july_thousands,fem_population_as_1_july_thousands,population_density_as_1_july_persons_per_square_km,population_sex_ratio_as_1_july_males_per_100_fems,median_age_as_1_july_years,natural_change_births_minus_deaths_thousands,rate_natural_change_per_1000_population,population_change_thousands,population_growth_rate_percentage,population_annual_doubling_time_years,births_thousands,births_by_women_aged_15_to_19_thousands,crude_birth_rate_births_per_1000_population,total_fertility_rate_live_births_per_woman,net_reproduction_rate_surviving_daughters_per_woman,mean_age_childbearing_years,sex_ratio_at_birth_males_per_100_fem_births,total_deaths_thousands,male_deaths_thousands,fem_deaths_thousands,crude_death_rate_deaths_per_1000_population,life_expectancy_at_birth_both_sexes_years,male_life_expectancy_at_birth_years,fem_life_expectancy_at_birth_years,life_expectancy_at_age_15_both_sexes_years,male_life_expectancy_at_age_15_years,fem_life_expectancy_at_age_15_years,life_expectancy_at_age_65_both_sexes_years,male_life_expectancy_at_age_65_years,fem_life_expectancy_at_age_65_years,life_expectancy_at_age_80_both_sexes_years,male_life_expectancy_at_age_80_years,fem_life_expectancy_at_age_80_years,infant_deaths_under_age_1_thousands,infant_mortality_rate_infant_deaths_per_1000_live_births,live_births_surviving_to_age_1_thousands,underfive_deaths_under_age_5_thousands,underfive_mortality_deaths_under_age_5_per_1000_live_births,mortality_before_age_40_both_sexes_deaths_under_age_40_per_1000_live_births,male_mortality_before_age_40_deaths_under_age_40_per_1000_male_live_births,fem_mortality_before_age_40_deaths_under_age_40_per_1000_fem_live_births,mortality_before_age_60_both_sexes_deaths_under_age_60_per_1000_live_births,male_mortality_before_age_60_deaths_under_age_60_per_1000_male_live_births,fem_mortality_before_age_60_deaths_under_age_60_per_1000_fem_live_births,mortality_between_age_15_and_50_both_sexes_deaths_under_age_50_per_1000_alive_at_age_15,male_mortality_between_15_and_50_per_1000_15_yold_males,fem_mortality_between_15_and_50_per_1000_15_yold_fems,mortality_between_age_15_and_60_both_sexes_deaths_under_age_60_per_1000_alive_at_age_15,male_mortality_between_age_15_and_60_deaths_under_age_60_per_1000_males_alive_at_age_15,fem_mortality_between_age_15_and_60_deaths_under_age_60_per_1000_fems_alive_at_age_15,net_number_migrants_thousands,net_migration_rate_per_1000_population
935,"Less developed regions, excluding least developed countries",Development Group,2018.0,5362431.019,5389562.548,2738364.012,2651198.537,88.007,103.288,29.045,56895.151,10.557,54263.059,1.007,68.833,93887.418,7391.129,17.42,2.279,1.039,28.13,107.3,36992.267,20312.528,16679.739,6.863,72.372,70.064,74.793,60.514,58.198,62.935,16.552,15.148,17.862,7.662,6.876,8.246,2553.349,27.075,91784.607,3332.468,35.069,78.711,86.614,70.239,176.341,205.524,145.585,69.883,84.183,54.691,139.392,168.795,108.497,-2632.062,-0.488
936,"Less developed regions, excluding least developed countries",Development Group,2019.0,5416694.078,5442492.034,2764457.433,2678034.601,88.871,103.227,29.38,54470.832,10.007,51595.912,0.948,73.117,92059.079,7204.771,16.912,2.233,1.02,28.174,107.1,37588.247,20617.903,16970.344,6.905,72.559,70.252,74.977,60.637,58.327,63.048,16.628,15.222,17.937,7.701,6.923,8.277,2450.547,26.553,90031.829,3197.368,34.291,77.389,85.218,68.992,173.854,202.81,143.329,69.205,83.256,54.264,137.653,166.746,107.077,-2874.838,-0.528
937,"Less developed regions, excluding least developed countries",Development Group,2020.0,5468289.99,5491051.458,2787944.878,2703106.58,89.664,103.139,29.722,48170.673,8.772,45522.936,0.829,83.612,89009.208,7054.733,16.209,2.158,0.989,28.167,106.8,40838.535,22606.941,18231.594,7.437,71.912,69.499,74.485,59.903,57.49,62.469,16.093,14.582,17.541,7.417,6.534,8.1,2343.109,26.207,87070.308,3058.151,33.732,76.29,84.163,67.843,180.094,210.864,147.595,70.89,85.321,55.534,144.864,175.767,112.325,-2647.761,-0.482
938,"Less developed regions, excluding least developed countries",Development Group,2021.0,5513812.926,5533610.515,2808157.311,2725453.204,90.359,103.035,30.061,41491.928,7.498,39595.178,0.716,96.808,87367.795,6994.938,15.788,2.118,0.97,28.151,106.6,45875.867,25239.37,20636.497,8.29,70.738,68.384,73.269,58.643,56.29,61.168,15.347,13.898,16.745,6.987,6.148,7.64,2272.746,25.951,85478.321,2961.501,33.347,79.783,88.107,70.853,194.861,227.299,160.485,79.406,95.064,62.717,160.686,193.358,126.158,-1896.652,-0.343
939,"Less developed regions, excluding China",Development Group,1950.0,1127232.866,1139289.536,577174.854,562114.682,15.888,102.679,19.031,23718.111,20.818,24113.34,2.117,32.742,50717.891,7419.451,44.516,5.989,1.788,29.001,105.0,26999.78,14259.45,12740.33,23.698,40.297,39.008,41.704,43.839,42.169,45.691,10.777,10.35,11.197,4.729,4.559,4.872,9082.922,180.46,44372.21,14046.08,287.362,462.843,478.506,446.381,628.634,656.807,597.343,306.858,336.714,274.202,448.659,488.552,404.207,395.125,0.347
940,"Less developed regions, excluding China",Development Group,1951.0,1151346.206,1163940.927,589444.694,574496.233,16.232,102.602,19.003,24859.682,21.358,25189.441,2.164,32.031,51701.407,7574.505,44.419,5.973,1.804,28.994,104.9,26841.725,14076.606,12765.119,23.061,41.113,40.039,42.263,44.465,43.119,45.935,10.876,10.463,11.279,4.783,4.614,4.926,9121.523,177.271,45346.382,14100.764,281.034,450.269,461.231,438.973,615.734,639.448,589.895,294.247,316.6,270.138,435.238,468.239,399.117,330.393,0.284
941,"Less developed regions, excluding China",Development Group,1952.0,1176535.647,1190033.326,602555.741,587477.586,16.595,102.567,18.969,26834.037,22.546,26995.359,2.269,30.549,53193.678,7751.117,44.693,6.018,1.85,29.019,105.0,26359.641,13698.744,12660.897,22.147,42.318,41.523,43.149,45.374,44.445,46.37,11.026,10.621,11.419,4.84,4.667,4.987,9127.525,172.942,46813.109,14038.007,272.507,432.188,437.111,427.336,596.499,614.292,577.579,276.423,288.94,263.113,415.659,439.611,390.005,161.822,0.136
942,"Less developed regions, excluding China",Development Group,1953.0,1203531.006,1217448.558,616474.299,600974.259,16.978,102.579,18.922,28137.599,23.104,27835.104,2.286,30.321,54544.016,7910.7,44.787,6.043,1.877,29.028,105.0,26406.417,13702.706,12703.711,21.683,42.924,42.183,43.696,45.681,44.817,46.604,11.117,10.701,11.522,4.881,4.699,5.037,9155.721,169.12,48143.556,14050.158,265.698,423.953,427.55,420.488,588.23,604.911,570.6,271.229,281.862,259.971,409.365,431.692,385.577,-302.101,-0.248
943,"Less developed regions, excluding China",Development Group,1954.0,1231366.11,1246105.119,631084.97,615020.149,17.377,102.612,18.864,29732.085,23.853,29478.017,2.366,29.296,55988.098,8083.856,44.918,6.081,1.918,29.047,105.0,26256.013,13612.4,12643.613,21.065,43.792,43.087,44.524,46.178,45.383,47.023,11.24,10.813,11.655,4.93,4.736,5.098,9190.832,165.105,49572.057,14050.364,258.406,411.912,414.503,409.494,575.538,591.174,559.097,262.342,270.99,253.22,398.824,419.266,377.147,-253.598,-0.203
944,"Less developed regions, excluding China",Development Group,1955.0,1260844.127,1276149.683,646377.581,629772.102,17.796,102.637,18.799,30908.836,24.213,30611.112,2.399,28.893,57161.066,8228.338,44.779,6.082,1.943,29.044,105.0,26252.23,13615.132,12637.098,20.566,44.435,43.723,45.175,46.465,45.666,47.316,11.324,10.882,11.754,4.966,4.762,5.142,9175.013,161.381,50755.376,14014.241,251.861,403.144,405.58,400.882,566.843,582.505,550.382,257.395,265.776,248.57,392.869,413.158,371.369,-297.481,-0.233
945,"Less developed regions, excluding China",Development Group,1956.0,1291455.239,1307438.262,662290.431,645147.831,18.233,102.657,18.729,32123.837,24.564,31966.047,2.445,28.35,58457.607,8365.481,44.701,6.095,1.968,29.044,105.0,26333.77,13670.531,12663.239,20.137,44.983,44.243,45.754,46.691,45.86,47.576,11.387,10.935,11.827,4.997,4.789,5.177,9180.486,158.0,52041.776,14000.454,245.951,395.569,398.296,393.0,559.59,575.786,542.537,253.366,262.175,244.103,388.241,409.061,366.155,-157.355,-0.12
946,"Less developed regions, excluding China",Development Group,1957.0,1323421.286,1339935.454,678808.682,661126.772,18.686,102.675,18.654,33281.979,24.831,33028.336,2.465,28.12,59895.813,8504.08,44.688,6.122,1.992,29.049,105.0,26613.834,13819.973,12793.861,19.857,45.355,44.605,46.138,46.814,45.969,47.714,11.399,10.943,11.842,5.004,4.798,5.183,9239.203,155.166,53438.683,14080.383,241.34,390.023,392.788,387.408,554.874,571.383,537.469,250.627,259.624,241.174,385.677,406.835,363.206,-253.237,-0.189
947,"Less developed regions, excluding China",Development Group,1958.0,1356449.622,1373202.67,695713.787,677488.883,19.15,102.69,18.564,34408.533,25.045,33506.095,2.44,28.408,61153.865,8615.547,44.512,6.13,2.015,29.047,105.0,26745.332,13909.86,12835.472,19.467,45.843,45.047,46.677,46.994,46.1,47.948,11.455,10.988,11.91,5.031,4.82,5.215,9243.391,151.923,54696.98,14065.014,235.761,383.324,386.697,380.069,548.544,565.931,530.155,247.45,257.28,237.124,382.0,404.096,358.481,-901.988,-0.657
948,"Less developed regions, excluding China",Development Group,1959.0,1389955.717,1407745.931,713257.466,694488.465,19.632,102.703,18.46,35667.572,25.332,35580.427,2.528,27.419,62320.345,8736.774,44.262,6.131,2.042,29.043,105.0,26652.773,13869.767,12783.006,18.93,46.532,45.718,47.385,47.296,46.399,48.253,11.53,11.052,11.996,5.065,4.848,5.254,9193.979,148.274,55894.975,13942.505,229.097,373.762,377.143,370.492,538.983,556.525,520.425,241.997,251.564,231.955,375.587,397.528,352.237,-86.803,-0.062
949,"Less developed regions, excluding China",Development Group,1960.0,1425536.144,1443848.358,731566.784,712281.574,20.135,102.708,18.348,36882.429,25.538,36624.428,2.537,27.322,63708.527,8910.411,44.113,6.146,2.064,29.041,105.0,26826.098,13973.364,12852.734,18.575,46.965,46.122,47.851,47.45,46.518,48.446,11.596,11.108,12.073,5.098,4.873,5.296,9214.267,145.49,57261.178,13943.262,224.252,368.172,371.975,364.461,533.375,551.397,514.297,239.736,249.83,229.144,372.466,394.903,348.582,-257.671,-0.178
950,"Less developed regions, excluding China",Development Group,1961.0,1462160.572,1480881.71,750327.941,730553.768,20.651,102.707,18.231,37883.086,25.574,37442.275,2.529,27.408,64850.647,9113.793,43.779,6.132,2.075,29.022,105.0,26967.561,14052.127,12915.434,18.205,47.402,46.542,48.306,47.624,46.674,48.637,11.673,11.176,12.159,5.131,4.896,5.337,9222.96,142.948,58401.119,13934.152,219.765,362.688,366.713,358.743,527.596,545.766,508.382,237.418,247.639,226.704,369.01,391.493,345.109,-440.329,-0.297
951,"Less developed regions, excluding China",Development Group,1962.0,1499602.847,1519013.793,769662.623,749351.169,21.183,102.711,18.107,39249.24,25.83,38821.892,2.556,27.118,66396.709,9323.98,43.696,6.159,2.099,29.038,105.0,27147.469,14130.551,13016.918,17.866,47.843,47.009,48.718,47.814,46.901,48.785,11.744,11.244,12.232,5.161,4.918,5.372,9257.053,140.273,59914.336,13957.836,215.353,356.995,360.475,353.612,521.666,539.113,503.284,234.651,243.872,224.995,365.242,386.646,342.569,-426.951,-0.281
952,"Less developed regions, excluding China",Development Group,1963.0,1538424.739,1558310.718,789600.865,768709.853,21.731,102.718,17.977,40312.576,25.861,39771.959,2.552,27.161,67674.416,9500.141,43.414,6.156,2.113,29.049,105.0,27361.84,14248.92,13112.92,17.553,48.236,47.382,49.13,47.97,47.04,48.958,11.805,11.293,12.303,5.188,4.931,5.41,9277.641,137.784,61182.061,13975.374,211.267,351.967,355.632,348.389,516.517,534.135,497.978,232.458,241.744,222.735,362.212,383.673,339.515,-540.209,-0.347
953,"Less developed regions, excluding China",Development Group,1964.0,1578196.698,1598593.018,810037.599,788555.419,22.293,102.724,17.853,41355.528,25.862,40792.639,2.552,27.161,68816.072,9706.759,43.035,6.136,2.124,29.053,105.0,27460.544,14312.417,13148.127,17.173,48.727,47.843,49.655,48.218,47.258,49.239,11.877,11.35,12.393,5.218,4.949,5.45,9278.594,135.411,62325.648,13957.383,207.071,345.489,349.397,341.654,509.43,527.452,490.48,228.404,237.929,218.435,357.098,378.891,334.079,-562.652,-0.352
954,"Less developed regions, excluding China",Development Group,1965.0,1618989.337,1639166.656,830569.86,808596.796,22.859,102.717,17.745,41027.889,25.022,40354.637,2.462,28.154,69810.428,10004.96,42.576,6.094,2.095,29.039,105.0,28782.539,15092.011,13690.528,17.554,48.057,46.984,49.196,47.69,46.474,48.995,11.755,11.217,12.281,5.202,4.927,5.438,9480.503,136.214,63184.526,14412.323,209.915,354.391,362.079,346.624,521.068,543.323,497.402,237.305,252.635,221.189,368.548,396.071,339.198,-672.79,-0.41
955,"Less developed regions, excluding China",Development Group,1966.0,1659343.974,1680062.78,851214.679,828848.101,23.429,102.699,17.651,42190.859,25.104,41437.612,2.467,28.097,70746.495,10287.518,42.095,6.042,2.098,29.023,105.0,28555.636,14910.002,13645.634,16.991,48.808,47.856,49.81,48.217,47.181,49.319,11.833,11.294,12.36,5.234,4.957,5.469,9420.115,133.658,64156.281,14261.328,204.953,343.533,348.451,338.646,508.728,528.189,488.228,227.132,238.203,215.55,357.177,380.669,332.356,-752.933,-0.448
956,"Less developed regions, excluding China",Development Group,1967.0,1700781.586,1722073.843,872424.625,849649.217,24.015,102.681,17.575,43179.604,25.067,42584.513,2.473,28.029,71776.569,10609.714,41.669,5.994,2.102,29.01,105.0,28596.965,14952.223,13644.742,16.602,49.329,48.329,50.385,48.511,47.426,49.667,11.845,11.3,12.377,5.251,4.977,5.483,9400.078,131.366,65202.415,14199.836,200.998,335.44,340.865,330.023,500.501,521.01,478.871,220.471,232.382,208.017,350.571,375.183,324.554,-594.688,-0.345
957,"Less developed regions, excluding China",Development Group,1968.0,1743366.099,1765313.981,894246.288,871067.693,24.618,102.661,17.531,44509.539,25.206,43895.764,2.487,27.871,72806.568,10923.456,41.231,5.94,2.113,29.006,105.0,28297.029,14808.905,13488.124,16.025,50.122,49.087,51.215,48.876,47.767,50.056,11.899,11.356,12.428,5.279,5.013,5.502,9251.18,127.516,66332.513,13891.396,194.015,324.205,329.923,318.473,488.767,509.983,466.391,213.176,225.392,200.421,342.463,367.59,315.922,-613.247,-0.347
958,"Less developed regions, excluding China",Development Group,1969.0,1787261.863,1809576.915,916594.569,892982.346,25.235,102.644,17.511,45501.098,25.136,44630.104,2.466,28.108,73959.967,11274.456,40.858,5.886,2.108,28.989,105.0,28458.869,14893.833,13565.036,15.722,50.542,49.501,51.64,49.119,48.009,50.298,11.92,11.376,12.451,5.307,5.045,5.527,9256.231,125.496,67483.547,13877.5,190.687,317.845,323.43,312.25,482.135,503.477,459.651,207.786,219.86,195.2,337.112,362.247,310.599,-870.703,-0.481
959,"Less developed regions, excluding China",Development Group,1970.0,1831891.967,1854472.394,939322.718,915149.676,25.861,102.641,17.505,46230.052,24.919,45160.855,2.435,28.466,75230.062,11594.881,40.55,5.834,2.09,28.969,105.1,29000.01,15149.879,13850.131,15.631,50.606,49.608,51.655,49.181,48.119,50.307,11.944,11.41,12.463,5.35,5.093,5.565,9302.048,124.191,68707.636,13997.593,189.337,316.943,321.976,311.917,481.229,501.601,459.842,206.261,217.396,194.684,336.004,359.98,310.795,-1068.873,-0.576
960,"Less developed regions, excluding China",Development Group,1971.0,1877052.822,1899277.84,961927.679,937350.16,26.486,102.622,17.514,46119.241,24.269,44450.035,2.34,29.622,76581.704,12092.361,40.299,5.778,2.069,28.92,105.1,30462.463,16244.631,14217.832,16.03,49.828,48.233,51.559,48.263,46.431,50.262,11.816,11.217,12.405,5.363,5.085,5.596,9435.858,123.775,69959.532,14292.346,190.025,328.443,344.452,311.845,497.46,530.848,461.262,223.481,251.249,194.035,355.922,396.679,311.755,-1668.792,-0.878
961,"Less developed regions, excluding China",Development Group,1972.0,1921502.857,1945158.469,985120.544,960037.924,27.126,102.613,17.542,48817.601,25.084,47311.224,2.432,28.501,77818.788,12495.782,39.986,5.713,2.08,28.881,105.1,29001.187,15185.977,13815.21,14.902,51.649,50.571,52.782,49.746,48.593,50.967,12.149,11.587,12.695,5.491,5.218,5.719,9282.115,119.828,71301.261,13854.868,181.526,303.578,309.417,297.708,465.941,487.633,443.169,197.203,209.55,184.393,324.838,350.175,298.212,-1505.882,-0.774
962,"Less developed regions, excluding China",Development Group,1973.0,1968814.081,1993177.028,1009560.554,983616.473,27.796,102.638,17.588,50082.081,25.115,48725.894,2.445,28.35,79013.242,12882.884,39.624,5.637,2.068,28.832,105.1,28931.161,15152.693,13778.468,14.509,52.243,51.159,53.383,50.124,48.968,51.347,12.312,11.73,12.876,5.584,5.296,5.826,9252.932,117.6,72513.525,13768.757,177.548,296.645,302.303,290.952,457.035,478.42,434.62,191.913,203.807,179.59,317.644,342.451,291.619,-1355.771,-0.68
963,"Less developed regions, excluding China",Development Group,1974.0,2017539.975,2042348.298,1034604.055,1007744.243,28.481,102.665,17.645,51031.162,24.975,49616.645,2.43,28.525,80102.477,13131.94,39.203,5.552,2.048,28.806,105.2,29071.315,15231.258,13840.057,14.228,52.656,51.563,53.805,50.379,49.213,51.614,12.428,11.829,13.01,5.657,5.355,5.912,9241.917,115.815,73611.277,13744.517,174.583,291.848,297.378,286.278,451.017,472.32,428.708,188.428,200.096,176.353,312.933,337.572,287.108,-1414.114,-0.692
964,"Less developed regions, excluding China",Development Group,1975.0,2067156.62,2092378.746,1060023.388,1032355.358,29.179,102.68,17.713,51745.087,24.72,50444.252,2.411,28.749,81106.345,13244.244,38.747,5.461,2.024,28.789,105.2,29361.258,15455.832,13905.426,14.027,52.91,51.687,54.203,50.432,49.118,51.829,12.525,11.907,13.128,5.725,5.41,5.991,9184.586,113.648,74653.7,13674.517,171.35,289.629,297.295,281.808,448.446,472.145,423.479,188.945,203.421,173.903,312.542,339.959,283.659,-1300.51,-0.621
965,"Less developed regions, excluding China",Development Group,1976.0,2117600.872,2143490.642,1085843.478,1057647.164,29.892,102.666,17.792,53046.191,24.738,51779.54,2.416,28.69,82433.558,13430.608,38.442,5.389,2.009,28.781,105.3,29387.367,15441.082,13946.285,13.704,53.416,52.253,54.641,50.693,49.49,51.966,12.641,12.005,13.261,5.778,5.451,6.054,9090.63,110.79,76036.639,13475.915,166.395,283.894,289.992,277.698,441.315,463.199,418.386,185.61,197.235,173.603,307.541,332.199,281.737,-1266.123,-0.59
966,"Less developed regions, excluding China",Development Group,1977.0,2169380.412,2195901.689,1112299.724,1083601.965,30.623,102.648,17.88,54465.637,24.793,53042.553,2.416,28.69,83507.262,13325.856,38.013,5.301,2.0,28.777,105.3,29041.625,15295.375,13746.25,13.22,54.263,53.034,55.561,51.232,49.95,52.591,12.724,12.051,13.382,5.813,5.469,6.104,9002.873,108.14,77177.513,13283.16,161.619,271.974,278.172,265.671,427.489,450.74,403.12,175.674,187.986,162.971,296.158,322.363,268.732,-1422.633,-0.648
967,"Less developed regions, excluding China",Development Group,1978.0,2222422.965,2249609.464,1139412.938,1110196.526,31.372,102.632,17.977,55787.587,24.789,54372.999,2.417,28.678,84912.994,13570.194,37.73,5.223,1.987,28.739,105.3,29125.407,15398.658,13726.749,12.941,54.731,53.396,56.149,51.426,50.018,52.926,12.747,12.045,13.435,5.823,5.464,6.127,8931.265,105.649,78621.643,13144.325,157.522,265.476,272.89,257.889,420.489,446.018,393.641,171.968,186.346,157.098,291.775,320.638,261.475,-1414.221,-0.628
968,"Less developed regions, excluding China",Development Group,1979.0,2276795.964,2304864.257,1167226.153,1137638.103,32.142,102.601,18.076,57537.331,24.952,56136.585,2.436,28.454,86711.534,14113.285,37.604,5.159,1.98,28.666,105.3,29174.203,15459.183,13715.02,12.652,55.258,53.861,56.748,51.676,50.199,53.255,12.772,12.042,13.488,5.825,5.451,6.143,8878.307,102.985,80444.626,13007.1,153.104,258.214,266.039,250.189,412.23,439.021,384.036,167.247,182.447,151.52,286.043,316.269,254.298,-1400.372,-0.607
969,"Less developed regions, excluding China",Development Group,1980.0,2332932.549,2361634.865,1195918.965,1165715.9,32.934,102.591,18.174,59124.457,25.023,57404.631,2.431,28.513,88452.952,14395.679,37.435,5.101,1.971,28.644,105.4,29328.495,15581.215,13747.28,12.412,55.704,54.235,57.274,51.86,50.308,53.522,12.774,12.021,13.514,5.815,5.431,6.141,8838.731,100.5,82208.26,12902.695,149.034,251.973,260.502,243.202,405.263,433.486,375.532,163.563,179.833,146.711,281.538,313.263,248.199,-1719.436,-0.728
970,"Less developed regions, excluding China",Development Group,1981.0,2390337.18,2420155.064,1225555.888,1194599.176,33.75,102.591,18.273,60624.14,25.041,59635.768,2.464,28.131,90066.102,14761.691,37.202,5.027,1.957,28.571,105.4,29441.962,15692.503,13749.459,12.161,56.144,54.585,57.815,52.042,50.386,53.821,12.815,12.029,13.587,5.835,5.43,6.18,8779.1,97.982,83855.789,12782.098,144.978,246.503,256.131,236.571,398.6,428.454,367.112,160.695,178.585,142.118,277.361,310.927,242.042,-988.031,-0.408
971,"Less developed regions, excluding China",Development Group,1982.0,2449972.948,2480497.856,1255906.961,1224590.894,34.591,102.557,18.37,61924.401,24.957,61049.815,2.461,28.165,91524.476,14933.709,36.887,4.951,1.94,28.544,105.4,29600.075,15815.405,13784.67,11.93,56.543,54.913,58.291,52.201,50.472,54.059,12.833,12.02,13.633,5.844,5.421,6.203,8708.067,95.585,85358.019,12667.538,141.218,241.307,251.732,230.525,392.488,423.474,359.786,157.962,176.837,138.327,273.566,308.273,237.032,-874.159,-0.352
972,"Less developed regions, excluding China",Development Group,1983.0,2511022.763,2541887.851,1286629.583,1255258.268,35.448,102.499,18.464,62865.096,24.724,61730.176,2.429,28.536,92854.277,15023.718,36.518,4.875,1.915,28.533,105.4,29989.181,16027.577,13961.604,11.794,56.769,55.119,58.539,52.359,50.607,54.241,12.853,12.014,13.677,5.859,5.42,6.23,8732.413,94.408,86672.681,12744.115,139.703,238.423,248.885,227.605,388.414,419.522,355.646,155.288,174.206,135.613,269.922,304.722,233.364,-1134.471,-0.446
973,"Less developed regions, excluding China",Development Group,1984.0,2572752.939,2604222.931,1317777.247,1286445.684,36.317,102.436,18.555,64023.735,24.576,62939.984,2.417,28.678,94139.643,15147.892,36.137,4.797,1.894,28.504,105.4,30115.908,16106.133,14009.775,11.561,57.162,55.481,58.964,52.549,50.764,54.463,12.905,12.04,13.753,5.888,5.429,6.274,8657.828,92.323,87999.525,12629.047,136.404,233.736,244.438,222.667,382.428,413.733,349.514,152.638,171.757,132.754,265.893,300.811,229.281,-1083.667,-0.416
974,"Less developed regions, excluding China",Development Group,1985.0,2635692.923,2667484.861,1349341.859,1318143.002,37.199,102.367,18.648,64814.592,24.291,63583.876,2.384,29.075,95000.838,15217.947,35.604,4.7,1.865,28.46,105.4,30186.246,16132.651,14053.595,11.313,57.573,55.893,59.369,52.754,50.975,54.656,12.967,12.082,13.834,5.922,5.446,6.32,8551.513,90.236,88931.9,12469.845,133.062,228.88,239.292,218.123,376.233,407.061,343.93,149.804,168.343,130.544,261.693,295.922,225.926,-1230.366,-0.461
975,"Less developed regions, excluding China",Development Group,1986.0,2699276.799,2731604.549,1381482.219,1350122.329,38.093,102.323,18.746,66005.536,24.156,64655.499,2.367,29.284,96135.38,15321.752,35.182,4.618,1.845,28.413,105.4,30129.844,16103.489,14026.355,11.026,58.073,56.376,59.882,52.988,51.196,54.9,13.04,12.131,13.929,5.958,5.461,6.372,8420.738,87.889,90139.31,12241.916,129.121,222.879,233.182,212.24,368.886,399.59,336.803,146.542,164.79,127.601,257.034,290.965,221.68,-1349.646,-0.494
